"","M_id","Lopend_gemiddelde","elevation","industry_100","industry_1000","industry_25","industry_300","industry_3000","industry_50","industry_500","industry_5000","nightlight_3150","nightlight_450","nightlight_4950","nightlight_900","OMI_mean_filt","population_1000","population_3000","population_5000","radiation","road_class_1_100","road_class_1_1000","road_class_1_25","road_class_1_300","road_class_1_3000","road_class_1_50","road_class_1_500","road_class_1_5000","road_class_2_100","road_class_2_1000","road_class_2_25","road_class_2_300","road_class_2_3000","road_class_2_50","road_class_2_500","road_class_2_5000","road_class_3_100","road_class_3_1000","road_class_3_25","road_class_3_300","road_class_3_3000","road_class_3_50","road_class_3_500","road_class_3_5000","Rsp","temperature_2m_1","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","trop_mean_filt","wind_speed_10m_1","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","jan","feb","mar","apr","may","jun","jul","aug","oct","sep","nov","dec","BldDen100","BldDen500","BldDen1000","NDVI","trafBuf25","trafBuf50","trafBuf100","trafBuf400","trafBuf800","dist","Longitude","Latitude","geometry"
"99",99,42.6,2.879986525,0,346525.3125,0,0,6277148,0,19672.48438,13908301,38.74468613,34.72172928,32.30819321,32.45364761,6.61655e+15,12263.08301,118214.0391,301397.25,2.85738802,0,0,0,0,33534.90625,0,0,91951.1875,365.8683472,5286.881836,59.30691528,1163.323853,27285.63672,144.2003632,2493.587158,65195.98438,232.2311401,13404.54883,3.447796345,1918.708252,179963.5313,21.26706314,3872.312744,503705.5625,9.744710922,2.023178339,13.79544353,8.086546898,5.245398998,4.865717411,8.073306084,8.586086273,14.33328056,17.66796112,17.89546585,17.61666679,14.3818903,9.4e-05,3.989602089,5.758235455,4.500558853,5.226901054,5.104943752,4.478550911,4.076608658,3.739815235,4.381821156,3.770505428,3.540035486,3.924073696,60.4767952,80.59426117,53.60258484,29.17482185,34.17639923,70.31412506,126.4166107,90.31554413,80.8531723,177.8992615,108.3077545,134.5297699,0.998871256,0.697470904,0.501289764,1099,0,0,0,580.75,636.9260745,379.839737263397,4.879445,52.391363,c(4.879445, 52.391363)
"100",100,35.3,6.429423332,0,193956.3438,0,0,5946127,0,0,13251523,38.09618759,29.73902893,31.79800987,29.73852539,6.61918e+15,11141.74902,117117.0313,299014.9375,2.856812,0,0,0,0,33432.51563,0,0,91660.47656,352.0421448,5029.58252,36.65706253,1559.112671,28106.29688,107.8269806,2406.720459,63864.17969,140.8345184,13971.15332,1.822253823,2122.858887,181530.5,11.80869007,3554.260254,513558.9063,9.736919403,2.014365196,13.791646,8.077667236,5.238016129,4.864578724,8.073311806,8.584860802,14.33802986,17.67271805,17.89673424,17.6156292,14.37724876,9.37e-05,3.977571487,5.741339207,4.485013008,5.211401463,5.092213154,4.468737125,4.066757679,3.732169151,4.372100353,3.761208057,3.530507803,3.91327095,60.4767952,80.58815765,53.60258484,29.17482185,34.17639923,70.31412506,126.4166107,90.31554413,80.8531723,177.8992615,108.3077545,134.5297699,0.947955109,0.596611682,0.466764285,1287,0,0,0,580.75,750.2107806,194.152631042542,4.882105,52.390993,c(4.882105, 52.390993)
"101",101,30.6,8.907271385,0,0,0,0,2404517.25,0,0,8720809,41.43300247,71.19889832,34.50657272,66.43148041,6.68936e+15,14826.72656,125274.8594,331093.25,2.850981236,0,0,0,0,8623.238281,0,0,87436.78906,0,2642.710938,0,0,35862.04297,0,0.132970691,63872.41016,464.5171509,26544.6543,48.58535767,2316.944336,226335.4375,127.4186707,7606.015137,589711.875,9.629022598,1.963921666,13.7722826,8.022898674,5.193603039,4.867337704,8.080952644,8.577887535,14.36669159,17.70650291,17.90776443,17.61565971,14.35110378,9.32e-05,3.910439014,5.641093731,4.393651009,5.123691559,5.019721985,4.417681694,4.007183552,3.687767982,4.315161228,3.707893848,3.476038218,3.854113102,60.44966507,80.66763306,53.89938736,29.64051437,34.57973099,71.35234833,129.0879822,89.3412323,80.85053253,174.6543274,107.134964,135.0074768,0.994973702,0.993287084,0.821944704,951,0,0,0,0,1326.642585,523.2368148226,4.892905,52.376993,c(4.892905, 52.376993)
"102",102,25.3,5.103813171,0,7035.323242,0,0,1765922.75,0,5484.089844,12308986,37.96950912,32.00411606,34.85959244,32.53277588,6.67772e+15,15132.55078,128817.8594,328893.0625,2.857002735,0,6115.818359,0,0,29052.89844,0,0,83580.21094,0,0,0,0,21910.41016,0,0,63736.07422,579.8828125,42889.25391,48.04837418,6283.230469,261250.2969,141.4525757,12793.41504,526424.1875,9.715455055,2.057621956,13.81626797,8.114989281,5.270927429,4.890290737,8.090172768,8.59224987,14.32045841,17.66658401,17.89972115,17.63385963,14.40098381,9.58e-05,4.035958767,5.811816692,4.550474644,5.284116745,5.151317596,4.524640083,4.105722904,3.766018867,4.414438248,3.803847551,3.574133396,3.9678936,61.11575317,80.56781769,53.5159111,30.95335007,34.01802826,68.36435699,128.1633453,91.11203766,81.16926575,177.8403168,105.2955322,134.3248291,0.998843227,0.78092183,0.831552432,1679,0,0,0,0,1857.487728,623.642203387691,4.851405,52.371893,c(4.851405, 52.371893)
"103",103,24.6,1.966758013,0,0,0,0,350625,0,0,2976767.75,24.57702065,29.14658165,26.07340622,29.36166382,6.75514e+15,12450.66602,82822.02344,221231.7031,2.852050066,0,795.7646484,0,0,27773.02344,0,0,91987.83594,0,5233.380371,0,0,15366.74121,0,419.9191589,66926.25781,219.8091278,17690.31445,37.58291245,2713.620361,160327.5,84.64694977,6136.929688,475335.875,9.027065277,1.954304099,13.78111076,8.000142097,5.178624153,4.909255505,8.117248535,8.579697609,14.38458347,17.74909019,17.92908478,17.6427536,14.34808445,9.24e-05,3.89518714,5.595183372,4.352529526,5.098687649,4.997908115,4.423033714,3.975903988,3.671166658,4.292614937,3.690885305,3.45838666,3.845088959,61.8326416,81.27118683,54.67566681,33.42992783,34.83795547,67.81069946,133.3124695,89.67733002,81.36543274,173.1487122,98.40732574,135.8631897,0,0.310729461,0.472075651,4430,0,0,0,90.25,90.25,286.562038336611,4.861705,52.329093,c(4.861705, 52.329093)
"104",104,26.9,5.227185249,0,1250,0,0,1553479.375,0,0,6694903,42.00064468,75.4234848,34.38027954,72.00325012,6.70165e+15,14758.90625,125889.5,317832.1563,2.84898901,0,2532.033936,0,1.859517932,11339.94043,0,802.1102905,106976.2344,0,4353.777832,0,651.6670532,33553.17578,0,1285.352051,62503.21094,0.195765868,17890.63672,0,1122.383911,252279.2656,0,5494.496582,573447.9375,9.552524567,1.92516768,13.75549603,7.981259823,5.159877777,4.864550591,8.081519127,8.570841789,14.38649559,17.72885704,17.91396523,17.61255455,14.33056355,9.2e-05,3.863223791,5.571632385,4.330658436,5.061879635,4.969221115,4.380041122,3.967153549,3.657588482,4.276066303,3.670697927,3.437954187,3.811971903,60.46837997,80.77509308,54.27003479,29.63521576,34.97101974,72.40505219,130.5287628,88.26529694,80.72951508,172.6277161,106.0229645,135.5052032,0.984484931,0.909099096,0.77549465,1057,0,0,0,1620.570556,1630.709821,156.758490270269,4.905305,52.370693,c(4.905305, 52.370693)
"105",105,41.8,8.11192894,0,0,0,0,533593.3125,0,0,6283944.5,44.10217285,58.60289764,34.60275269,62.96073914,6.71368e+15,15714.7832,132738.4063,314474.2188,2.848788023,0,0,0,0,10170.625,0,0,96212.74219,0,7292.976563,0,0,34465.42969,0,3.906447887,64844.52734,247.3829803,27333.24414,49.44297791,2193.42334,282030.3438,115.9436569,6723.37793,578496.6875,9.519784927,1.926761031,13.75854397,7.981096745,5.160076141,4.871944427,8.088629723,8.572563171,14.38781929,17.7327404,17.91676903,17.61730194,14.33195496,9.16e-05,3.86215663,5.567015171,4.32657814,5.060227871,4.967082977,4.382014751,3.962801695,3.655242682,4.273258209,3.669027328,3.436444759,3.811933994,60.76768875,80.91912079,54.41434479,30.52097893,34.91955566,71.37686157,131.3151855,88.61164856,80.89958191,172.7849121,104.4462585,135.4557648,0.840615342,0.921934772,0.936285289,1689,0,0,0,0,1209.923385,522.700161074491,4.898495,52.363153,c(4.898495, 52.363153)
"106",106,24.6,5.143680573,3134.448486,302500,0,106243.2813,4361522.5,16.68572617,255705.2031,13615048,42.31841278,39.84796906,34.77856064,38.2939682,6.66154e+15,15467.71777,124108.4531,332631.2813,2.85582757,0,0,0,0,32494.02344,0,0,85133.39844,0,2218.611816,0,0,20850.69531,0,0,66631.07031,240.4347687,26755.81836,16.46896935,2763.312256,205650.3594,53.5652504,7664.242676,549152.125,9.711707115,2.032752514,13.80232048,8.092797279,5.25159502,4.876669884,8.081389427,8.587872505,14.33047962,17.67061615,17.89836502,17.62410164,14.38738728,9.48e-05,4.003070831,5.771358013,4.513138294,5.243020058,5.117825985,4.49349308,4.083182335,3.746719837,4.390203953,3.77961278,3.549405098,3.937266111,60.7947464,80.65354919,53.61592865,30.05006027,34.10073471,69.40650177,127.3050613,90.66849518,80.99923706,177.8545837,106.859436,134.4215698,0.998860922,0.976539096,0.843168746,1612,0,0,0,0,580.75,623.865083111729,4.869365,52.381143,c(4.869365, 52.381143)
"107",107,28,6.276581764,0,114547.2891,0,0,5307528,0,0,12550370,38.09618759,29.73902893,31.79800987,29.73852539,6.62789e+15,11109.72559,117566.2734,303941.125,2.855767965,0,0,0,0,30633.89648,0,0,90676.50781,118.0364304,5176.131836,0.113940321,1326.988159,28411.28125,4.037737846,2520.246582,62384.42578,1.44278574,17964.18945,0,838.0592041,187311.9219,0,3682,527576.875,9.721128464,2.002710104,13.7868557,8.065565109,5.228056908,4.86395359,8.074045181,8.583251953,14.34446716,17.67965126,17.89877701,17.6148262,14.37115097,9.37e-05,3.96179533,5.718626499,4.464189529,5.190961838,5.07538414,4.456222534,4.053410053,3.721981287,4.35910368,3.748884678,3.517891645,3.899210215,60.30393219,80.58815765,53.67991257,29.19806099,34.41138077,71.23529053,127.9266739,89.69261932,80.81193542,175.6848602,108.3944702,134.8161926,0.809339966,0.521899807,0.458744989,1505,0,0,0,801.4362162,710.1620158,112.764245958449,4.886315,52.389233,c(4.886315, 52.389233)
"108",108,28.4,6.111266613,0,38922.82422,0,6780.406738,1039947.063,0,15253.29492,4806947.5,34.62970734,38.81426239,29.51972771,37.80063629,6.70364e+15,15658.62109,108416.9609,264870.1563,2.848341942,0,392.0679321,0,0,24100.08008,0,0,91243.35156,371.9457397,5076.842773,26.88194084,1236.525757,26789.86719,87.61715698,2399.499512,52259.84766,398.280304,28672.05469,65.46198273,3011.253662,200241.875,143.0367889,7512.781738,537469.3125,9.434997559,1.870641351,13.72935581,7.920895576,5.112015724,4.85642767,8.075285912,8.556727409,14.41117096,17.75912666,17.92093277,17.60580444,14.30097103,9.05e-05,3.809019089,5.489448547,4.257419109,4.989227295,4.911416054,4.335390091,3.922797203,3.624712467,4.231868267,3.627727747,3.393638849,3.762966394,60.53493881,80.93172455,54.7226181,29.6010704,35.34894562,73.42179871,131.9418335,87.11381531,80.55220795,170.7146149,104.9116821,136.0233765,0.935773565,0.930386055,0.878669817,2377,0,0,1637.333333,1637.333333,1637.333333,65.4898064570506,4.926965,52.365183,c(4.926965, 52.365183)
"109",109,51.2,6.691532135,0,0,0,0,1225823.625,0,0,6684190,42.15394592,72.80783844,34.41397095,70.25518799,6.70566e+15,15338.60742,128434.0234,317746,2.848716021,0,1755.278931,0,0,10912.95996,0,24.6617527,101572.0625,398.3277893,4344.432617,104.0194473,1068.713379,32893.75781,191.4003143,1832.663452,63284.64844,107.5215378,22055.88672,22.03927422,653.1414185,268324.6563,46.97494507,4308.179199,580459.25,9.536091805,1.923111796,13.7553215,7.978452206,5.157710552,4.866635323,8.083745003,8.570904732,14.38818932,17.73149109,17.91522789,17.61380959,14.32965469,9.19e-05,3.859808683,5.565665722,4.325304031,5.0573349,4.965252399,4.378174305,3.963182211,3.654883385,4.272633553,3.66774416,3.435000896,3.80920887,60.46837997,80.77509308,54.27003479,29.63521576,34.97101974,72.40505219,130.5287628,88.26529694,80.72951508,172.6277161,106.0229645,135.5052032,0.998892072,0.943543308,0.863990667,570,1637.333333,1637.333333,1587.960374,1621.614662,1630.163713,12.5932202792009,4.903905,52.368493,c(4.903905, 52.368493)
"110",110,43.5,5.588139057,0,1250,0,0,1477499.25,0,0,6401914,40.75072098,57.027668,32.97754288,57.98173523,6.70181e+15,14822.24316,124685.0313,310153.75,2.848880768,0.392763793,2528.725342,0,472.2108765,12135.05273,0,1393.518799,103655.2891,281.9407959,4552.697754,38.95949173,681.6478882,33156.35547,100.3231506,1334.654297,60842.23438,288.3375549,18115.32031,36.69514465,2584.198975,253419.4531,92.01383209,5269.17334,575464.875,9.538850784,1.91805768,13.75205803,7.973425865,5.153659344,4.86339283,8.08059597,8.568972588,14.38967705,17.73274422,17.91482925,17.61160278,14.32667828,9.2e-05,3.85621953,5.5610466,4.321204662,5.052484989,4.961774826,4.37424469,3.961484194,3.653375864,4.270391941,3.665162086,3.432232618,3.805622578,60.46837997,80.77509308,54.27003479,29.63521576,34.97101974,72.40505219,130.5287628,88.26529694,80.72951508,172.6277161,106.0229645,135.5052032,0.996930705,0.892072411,0.763879062,1057,1637.333333,1637.333333,1637.333333,1623.25007,1631.104668,19.5866157578784,4.908235,52.369913,c(4.908235, 52.369913)
"111",111,45.7,5.588139057,0,1250,0,0,1477499.25,0,0,6401914,40.75072098,57.027668,32.97754288,57.98173523,6.70181e+15,14822.24316,124685.0313,310153.75,2.848880768,0.392763793,2528.725342,0,472.2108765,12135.05273,0,1393.518799,103655.2891,281.9407959,4552.697754,38.95949173,681.6478882,33156.35547,100.3231506,1334.654297,60842.23438,288.3375549,18115.32031,36.69514465,2584.198975,253419.4531,92.01383209,5269.17334,575464.875,9.538850784,1.91805768,13.75205803,7.973425865,5.153659344,4.86339283,8.08059597,8.568972588,14.38967705,17.73274422,17.91482925,17.61160278,14.32667828,9.2e-05,3.85621953,5.5610466,4.321204662,5.052484989,4.961774826,4.37424469,3.961484194,3.653375864,4.270391941,3.665162086,3.432232618,3.805622578,60.46837997,80.77509308,54.27003479,29.63521576,34.97101974,72.40505219,130.5287628,88.26529694,80.72951508,172.6277161,106.0229645,135.5052032,0.981952825,0.889701172,0.765155934,1057,1637.333333,1637.333333,1637.333333,1623.374682,1631.069049,11.8603401812294,4.907715,52.370053,c(4.907715, 52.370053)
"112",112,40.4,7.092491627,0,0,0,0,557160.4375,0,0,4853850.5,43.72126007,44.55224991,33.5658226,46.76322937,6.72282e+15,15616.44629,131947.1875,300206.75,2.847378731,0,0,0,0,16774.5625,0,0,96393.94531,0,7567.174316,0,551.6584473,33548.5,0,1699.27771,63702.15625,618.630249,36876.93359,70.6321106,4595.268555,260858.8125,190.7411499,11500.7168,558359,9.462773323,1.910199046,13.75253105,7.961997032,5.144891262,4.874695778,8.092510223,8.570034981,14.39720058,17.74489212,17.92103386,17.6184864,14.3234396,9.07e-05,3.841272831,5.534275532,4.297087669,5.032608032,4.944159985,4.366906643,3.943155527,3.641033411,4.254853249,3.65204668,3.419167995,3.793792009,60.94443512,81.08389282,54.72816849,30.52097893,35.08899689,71.31703949,131.3151855,88.2154007,80.89958191,172.7849121,103.0736542,135.7235413,0.931664448,0.877605724,0.923680996,5383,0,0,0,580.75,1052.252339,214.71135229439,4.900235,52.355933,c(4.900235, 52.355933)
"113",113,34.7,2.214333057,0,175107.6094,0,0,3593483.25,0,0,9999174,39.44941711,54.23392105,32.35163498,52.27965164,6.6526e+15,12362.87207,118670.2031,311498.9375,2.852996111,0,0,0,0,10512.50391,0,0,90890.52344,204.9391785,4877.79834,13.92176056,857.9370728,33253.46094,62.18894577,1496.195435,62087.17578,62.93836975,21615.69727,1.950714588,595.7422485,190242.4844,10.72179413,4628.356445,559601.8125,9.674595833,1.973908663,13.77510738,8.035319328,5.203255653,4.862933159,8.076265335,8.57921505,14.36033249,17.69700432,17.90398598,17.61316872,14.35610294,9.36e-05,3.923131704,5.662542343,4.412884712,5.140789509,5.034031868,4.425755024,4.020371437,3.696886301,4.32704401,3.718566656,3.486885071,3.86482811,60.44966507,80.66763306,53.89938736,29.19806099,34.57973099,71.35234833,127.9266739,89.3412323,80.81193542,175.6848602,107.134964,135.0074768,0.937653189,0.580726311,0.525183379,1038,580.75,580.75,580.75,880.1297965,978.0746194,8.63131917985212,4.892805,52.383953,c(4.892805, 52.383953)
"114",114,33.7,4.072606087,0,49910.05078,0,0,3650135.25,0,0,10262002,40.70956039,51.42490387,33.43677139,51.68357468,6.65923e+15,13600.88086,121136.6563,322338.5313,2.852924109,0,0,0,0,9622.719727,0,0,91168.24219,0,5489.242188,0,419.964447,32800.86719,0,1174.003052,64549.16016,293.2841187,24211.98438,1.791890144,3058.102783,198633.0156,19.55979156,9478.498047,568119.75,9.672908783,1.979526162,13.77792072,8.040468216,5.207685947,4.865068436,8.077432632,8.580052376,14.35762691,17.69508362,17.90378952,17.61474228,14.35912704,9.39e-05,3.930894375,5.672591686,4.422214985,5.150610447,5.042043686,4.432658672,4.026072025,3.701575518,4.332945347,3.724371433,3.492842436,3.871959448,60.44966507,80.66763306,53.89938736,29.19806099,34.57973099,71.35234833,127.9266739,89.3412323,80.81193542,175.6848602,107.134964,135.0074768,0.941375595,0.787481631,0.631492282,1174,0,0,0,940.9890421,974.214367,142.827911864722,4.891305,52.382593,c(4.891305, 52.382593)
"115",115,36.6,5.584806919,0,0,0,0,1032985.5,0,0,4747710.5,42.58170319,43.82687378,33.17541504,43.5336113,6.71954e+15,15377.5957,125889.1172,289383.2188,2.846519947,0,0,0,0,21217.06641,0,0,94022.34375,378.7012329,9408.644531,99.7078476,1195.988281,33563.69531,185.2048187,4871.38623,59266.55469,161.308609,33325.28125,3.10942173,1300.987915,241710.9375,20.84988022,4395.342285,566489.0625,9.423298836,1.890301228,13.74222851,7.940355778,5.127708435,4.869550228,8.088048935,8.564366341,14.40554142,17.75457001,17.92269135,17.6146965,14.31256676,9.05e-05,3.822697878,5.506820202,4.272796154,5.007714272,4.924584866,4.350662708,3.928937912,3.630282879,4.240232944,3.637503862,3.404139042,3.776725054,60.8363533,81.08389282,54.94420624,30.05649757,35.311306,72.35551453,131.6314697,87.43030548,80.73550415,171.755722,103.3163376,136.0104828,0.997565252,0.851444666,0.862331036,1737,1637.333333,1637.333333,1637.333333,1347.254941,1320.605879,21.7767378106017,4.910345,52.356643,c(4.910345, 52.356643)
"116",116,36.5,7.036248207,0,1250,0,0,518067.9063,0,0,5119760.5,45.15244293,59.76128387,34.48246384,54.82266617,6.72814e+15,15607.60254,137429.75,315011.1563,2.849319935,0,0,0,0,25770.0957,0,0,85191.9375,0,2206.281982,0,0,29108.50977,0,0,66457.42969,554.6870728,46178.35156,40.64847946,5354.052734,282076.2188,123.8481216,12963.20215,585680.5625,9.564868927,1.969639301,13.77989101,8.022616386,5.195156574,4.885962963,8.095879555,8.579637527,14.36818504,17.71809578,17.91491508,17.62796974,14.35495377,9.05e-05,3.918572664,5.641980648,4.395280838,5.131912708,5.025848389,4.431622028,4.005745411,3.689935923,4.317222118,3.711842299,3.480111361,3.863417149,60.90304565,80.8324585,54.19978333,30.99272156,34.68575668,70.34197235,130.9946747,89.37129211,81.04736328,173.8032379,104.2206955,135.159668,0.998865698,0.803276132,0.860773101,1275,0,0,0,0,580.75,576.392484821127,4.876675,52.357553,c(4.876675, 52.357553)
"117",117,34.5,7.231956482,0,0,0,0,568818.75,0,0,5330789.5,42.15174484,48.96345139,33.37316513,48.42168427,6.71347e+15,15497.35742,128723.5703,304499.875,2.847527981,0,34.49757767,0,0,12084.72363,0,0,96661.08594,380.5001526,9228.9375,74.76846313,2557.30127,33862.92188,170.5514374,4547.511719,61245.71484,162.4360199,23454.56445,0.524066091,1958.240601,258291.0781,6.338406086,4531.177246,586693.5,9.476023674,1.905355573,13.74828434,7.957828522,5.141465187,4.868339062,8.086192131,8.567392349,14.39761353,17.74406052,17.91931343,17.6143589,14.32039356,9.1e-05,3.839662313,5.533685684,4.296735764,5.03039217,4.943173409,4.363301277,3.944555759,3.641511917,4.255027771,3.651325226,3.418237209,3.791584969,60.64574432,80.91912079,54.58760071,30.05649757,35.14121628,72.4056015,131.6314697,87.86011505,80.73550415,171.755722,104.6799011,135.7434082,0.983987865,0.918613278,0.873407939,1576,1637.333333,1637.333333,1637.333333,1456.774794,1402.086391,24.3552397268714,4.907905,52.361993,c(4.907905, 52.361993)
"118",118,38.6,6.859083652,0,0,0,0,744777.5625,0,0,5870067,42.78277206,62.07860184,34.55218124,63.08473969,6.71021e+15,15556.24707,129179.3203,309020.0938,2.848106861,0,911.8799438,0,0,10245.09961,0,0,97383.05469,375.1298523,7854.803711,42.78841782,1187.642456,34445.72266,133.7592926,2187.509521,62409.40625,47.4853363,22933.00391,0.733060122,881.3156738,271118.0313,4.123586178,5271.319824,590237.5,9.50308609,1.91347003,13.75156021,7.96722126,5.148866177,4.867732525,8.08524704,8.569039345,14.39335918,17.7384243,17.91751671,17.61421204,14.3246336,9.16e-05,3.848773241,5.548099041,4.309600353,5.04257679,4.953141689,4.370092392,3.952910662,3.647522926,4.262952805,3.658737421,3.425807714,3.799574137,60.64574432,80.91912079,54.58760071,29.63521576,35.14121628,72.4056015,130.5287628,87.86011505,80.72951508,172.6277161,104.6799011,135.7434082,0.992691759,0.927731261,0.906044574,1186,1637.333333,1637.333333,1637.333333,1624.128838,1459.869576,4.84481071045261,4.905605,52.364793,c(4.905605, 52.364793)
"119",119,36.9,7.698723316,0,0,0,0,667750.4375,0,0,5490337.5,42.10023499,49.34039688,33.37805939,48.88347626,6.71107e+15,15509.9668,128606.5547,306919.125,2.84782362,0,658.916687,0,0,10124.3584,0,0,97935.96875,390.4150391,8451.509766,58.7506752,1190.723755,34084.23047,153.6628571,3765.596924,61633.67578,145.8519897,22580.55859,21.57354736,1861.627808,265436.7188,51.63064194,5123.806641,591819.375,9.49094677,1.908945084,13.74953651,7.962112904,5.144827366,4.867490768,8.085176468,8.567975998,14.39554596,17.74120522,17.91827583,17.61392784,14.32221794,9.16e-05,3.844025612,5.540757656,4.303055286,5.036220074,4.948017597,4.366350174,3.948810101,3.644526958,4.258962631,3.654927969,3.421897173,3.795341253,60.64574432,80.91912079,54.58760071,30.05649757,35.14121628,72.4056015,131.6314697,87.86011505,80.73550415,171.755722,104.6799011,135.7434082,0.998880674,0.910414942,0.893769045,1101,1637.333333,1637.333333,1637.333333,1637.333333,1439.705306,13.9423549165726,4.906645,52.363823,c(4.906645, 52.363823)
"120",120,21,1.303813815,0,0,0,0,603750,0,0,4057519,4.411012173,3.959967852,6.307385445,3.916301489,5.99004e+15,2600.39502,20097.25781,80409.73438,2.930810213,0,0,0,0,10398.51172,0,0,41071.05859,0,0,0,0,8876.24707,0,0,38963.87891,189.4553986,6483.437012,32.59120178,1147.777954,64946.32422,79.75550079,2059.789307,183739.4063,6.179944515,2.565359354,13.98081875,8.571316719,5.673719883,4.904889584,8.003323555,8.585873604,13.96929455,17.31551743,17.77684021,17.64593887,14.64024162,8.08e-05,4.844931602,6.928843975,5.592026234,6.299050331,6.040995121,5.159580231,4.791408539,4.322775364,5.051300526,4.414587021,4.205109119,4.670313835,61.41143799,78.57946777,47.82775879,28.06419754,30.35200691,56.54908752,111.8149033,97.24718475,77.33332825,201.1152802,115.4538727,129.862854,0,0,0.011569176,4030,0,0,0,0,0,1567.07883645646,4.746105,52.473993,c(4.746105, 52.473993)
"121",121,26.2,2.179475784,0,138417.0938,0,4894.864746,4409972.5,0,25714.04297,17871544,14.94436359,21.20412827,14.92600155,19.48715019,6.26985e+15,8714.94043,55983.30469,143736.4219,2.89564395,0,0,0,0,20504.04492,0,0,61552.25,390.9367065,6059.541992,103.2654266,1259.840332,29203.65625,196.9108276,2183.690674,45406.33594,347.8868408,21934.81641,51.86771774,2164.08374,110903.1875,126.1607208,8640.878906,206673.8438,8.597959518,2.282919168,13.88467407,8.328502655,5.453532696,4.880190372,8.041900635,8.592027664,14.1582489,17.48744965,17.83385277,17.62449074,14.50518131,9.08e-05,4.377409935,6.30166626,5.002665043,5.717286587,5.537384033,4.788319588,4.409047127,4.007331848,4.691325665,4.065804482,3.844009161,4.261304379,60.77036667,79.78883362,51.32063675,28.24365425,32.14191818,63.70792007,118.6602402,94.414711,80.0759964,189.6281738,114.1453552,132.462265,0.967053584,0.959585567,0.84526628,1754,1626.5,1626.5,1626.5,1626.5,1522.178927,15.7652186571057,4.813605,52.440993,c(4.813605, 52.440993)
"122",122,39.2,3.551141739,3168.341309,618904.25,0,74924.96094,8541398,126.0724335,128672.8359,20316828,20.02496719,17.9925518,19.42955208,18.24083138,6.36983e+15,7635.311523,69631.40625,182419.4688,2.88180995,0,0,0,0,36749.19141,0,0,79335.79688,337.6557007,5015.147949,31.44225693,1149.5896,28183.6582,98.90752411,1963.321655,59190.10938,172.4355316,23667.02148,9.292628288,3350.477051,117663.2422,32.3974762,9355.681641,231707.4531,9.526129723,2.194236994,13.85242653,8.247330666,5.382762432,4.871142864,8.049988747,8.590171814,14.21721745,17.54618835,17.85303497,17.61930275,14.46247864,9.41e-05,4.245231152,6.118644238,4.832551956,5.550452232,5.392524719,4.682035923,4.299959183,3.918656111,4.588578224,3.966444254,3.740861416,4.145569324,60.34546661,80.2155304,52.2536087,28.13767242,32.85239029,66.67045593,120.6410904,93.10462189,80.54504395,185.589798,113.71595,133.2400818,0.943227494,0.716778454,0.62745346,1913,1559.5,1559.5,1559.5,1559.5,1559.768886,7.08214624635506,4.839905,52.429593,c(4.839905, 52.429593)
"123",123,28.1,2.518664598,0,385534.7813,0,0,1963179,0,0,2873390.25,6.838926792,17.2349453,5.417706966,15.52195358,5.89045e+15,8446.896484,32101.10156,69859.71875,2.929691792,0,0,0,0,8400.227539,0,0,34814.87891,391.1618652,4109.953613,82.46730804,1176.589478,17577.31641,180.6733704,2058.066162,32011.54492,78.16789246,28724.46289,0.265061051,1364.359985,78306.39844,9.251605988,6722.558594,180075.0156,6.461979389,2.563070059,13.96950722,8.564232826,5.669588566,4.892720699,7.989331245,8.574688911,13.95596504,17.29388618,17.76434898,17.63236237,14.63250637,7.72e-05,4.841795444,6.930860996,5.593493462,6.292750835,6.049731255,5.152536869,4.797539234,4.330385685,5.047688007,4.410844803,4.202501297,4.6616745,61.01794815,78.49398804,47.22606659,27.61909676,30.423563,56.23998642,107.7355728,98.47314453,78.44168854,206.0097046,117.3657532,130.2469482,0.595655159,0.869075684,0.832786171,2360,132.6666667,132.6666667,132.6666667,132.6666667,132.6666667,3.37824362669448,4.758505,52.495393,c(4.758505, 52.495393)
