"","M_id","Lopend_gemiddelde","elevation","industry_100","industry_1000","industry_25","industry_300","industry_3000","industry_50","industry_500","industry_5000","nightlight_3150","nightlight_450","nightlight_4950","nightlight_900","OMI_mean_filt","population_1000","population_3000","population_5000","radiation","road_class_1_100","road_class_1_1000","road_class_1_25","road_class_1_300","road_class_1_3000","road_class_1_50","road_class_1_500","road_class_1_5000","road_class_2_100","road_class_2_1000","road_class_2_25","road_class_2_300","road_class_2_3000","road_class_2_50","road_class_2_500","road_class_2_5000","road_class_3_100","road_class_3_1000","road_class_3_25","road_class_3_300","road_class_3_3000","road_class_3_50","road_class_3_500","road_class_3_5000","Rsp","temperature_2m_1","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","trop_mean_filt","wind_speed_10m_1","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","jan","feb","mar","apr","may","jun","jul","aug","oct","sep","nov","dec","BldDen100","BldDen500","BldDen1000","NDVI","trafBuf25","trafBuf50","trafBuf100","trafBuf400","trafBuf800","dist","Longitude","Latitude","geometry"
"47",47,33.4,4.224439144,0,383229.9063,0,2459.203125,6974546,0,17717.63477,17980576,35.25888443,37.56916809,33.56179428,39.0817337,6.6158e+15,15227.93164,120437.9688,315193.5625,2.860928059,1.661752462,8795.875,0,1378.069214,38856.64063,0,3211.759521,78466.25,0,3658.418701,0,355.0613708,19266.53125,0,731.7340088,58370.95313,964.9385986,26526.96094,214.679306,2922.212891,180421.0313,451.2273865,7648.064941,483695.25,9.68622303,2.093044281,13.82852077,8.153559685,5.302121639,4.884991169,8.081824303,8.596395493,14.2983408,17.63876343,17.89000702,17.63155556,14.41917038,9.69e-05,4.085011959,5.886244297,4.618759632,5.3485322,5.204501152,4.560568333,4.150135517,3.798750877,4.456365108,3.842919827,3.614245892,4.010881901,60.88466644,80.49949646,53.3286171,30.47121429,33.67545319,68.44496918,127.0010147,91.50183868,81.06783295,178.9238434,108.1787338,133.9360504,0.989351331,0.74753799,0.810100042,1716,0,0,0,1441.72034,1351.527105,216.2899236168,4.848475,52.384763,c(4.848475, 52.384763)
"48",48,46.2,5.839491844,0,200775.75,0,0,5293863.5,0,0,13480999,41.1035881,37.85442352,33.44546127,36.38938141,6.64947e+15,15231.88574,122731.4766,323269.8438,2.855664253,0,0,0,0,33684.16016,0,0,88336.04688,0,5330.419434,0,0,28773.24023,0,1039.550903,63392.80078,549.0789185,27859.60742,28.64942551,3944.501953,189958.2813,110.0751343,9339.485352,547617.8125,9.716468811,2.021323681,13.79616547,8.082665443,5.242759228,4.870968819,8.077863693,8.586032867,14.33551025,17.67326164,17.89810753,17.62000656,14.38116932,9.41e-05,3.987475872,5.751917362,4.495083332,5.223458767,5.101900101,4.47904253,4.072303295,3.737507582,4.378649235,3.768101215,3.537609816,3.922795057,60.4767952,80.59426117,53.60258484,29.62400246,34.17639923,70.31412506,127.614357,90.31554413,80.91449738,176.7784729,108.3077545,134.5297699,0.724832158,0.809060225,0.81435506,4140,0,0,0,580.75,580.75,389.757156886998,4.875535,52.385413,c(4.875535, 52.385413)
"49",49,27.7,7.056031704,0,231.1248627,0,0,1224891.25,0,0,5720410,41.58234787,53.13037109,33.42728806,53.526577,6.70473e+15,15254.45996,124531.1875,302001.1875,2.848248959,0,1965.228394,0,0,12779.56152,0,504.8864441,103021.4063,0,7047.441895,0,3.377451181,32128.97461,0,1601.671143,59283.03906,446.9567261,18828.26367,37.66756058,2564.990234,255216.0781,86.43390656,6039.204102,583304.25,9.507185936,1.906888247,13.74722099,7.96072197,5.143623829,4.863255501,8.080889702,8.566461563,14.39521885,17.73989677,17.91689301,17.61118507,14.32074738,9.16e-05,3.844240665,5.542381287,4.304545879,5.036449909,4.948792458,4.364982128,3.950931549,3.645706654,4.260210991,3.655508995,3.422336578,3.794999838,60.64574432,80.91912079,54.58760071,29.63521576,35.14121628,72.4056015,130.5287628,87.86011505,80.72951508,172.6277161,104.6799011,135.7434082,0.896733453,0.88384012,0.809641533,2046,0,0,0,1637.333333,1632.279716,320.518965094935,4.911305,52.367793,c(4.911305, 52.367793)
"50",50,27.8,4.965361118,0,75803.95313,0,16421.65234,306533.9375,0,44773.16406,2361941.25,35.32579803,40.41667557,31.46198463,38.1937294,6.71643e+15,14999.35254,123232.1094,296876.875,2.852026939,0,385.1566772,0,0,32264.86719,0,0,81214.89844,0,0,0,0,16904.10938,0,0,59337.40234,796.494812,40602.59375,108.5845413,6031.067871,250221.7969,252.8129883,12817.69531,582271.5,9.618087769,2.005456448,13.79853821,8.057320595,5.224505901,4.899634361,8.103691101,8.586032867,14.35303974,17.70836258,17.91455269,17.63822174,14.37426758,9.19e-05,3.964418173,5.702068806,4.450048923,5.189938545,5.073450089,4.472890854,4.040019989,3.717924118,4.352716923,3.746549606,3.515377522,3.905421019,61.34876633,80.85414886,53.82027817,32.44688797,34.3572731,68.15727997,131.3782349,90.65194702,81.34624481,174.8819122,102.3594742,134.8004913,0.99884586,0.968330051,0.83528943,977,0,0,0,0,339.584852,515.195487998772,4.856285,52.349773,c(4.856285, 52.349773)
"51",51,29.2,3.38035512,0,270000,0,0,275000,0,8280.700195,2269766.5,30.53542519,45.45718002,29.25593948,42.47882843,6.72602e+15,13819.48145,105026.4141,261566.375,2.852293968,0,11040.94043,0,88.53832245,31809.64063,0,1888.208252,87060.27344,0,1770.009521,0,0,14618.12305,0,339.6413574,53880.64063,0,17995.625,0,147.754425,216645.9375,0,2571.052734,563605.6875,9.396999359,1.996869206,13.79740238,8.046582222,5.216227531,4.906611443,8.110557556,8.585630417,14.36044788,17.72047806,17.91969109,17.64253426,14.3701334,9.19e-05,3.951600075,5.679701805,4.429477215,5.17244339,5.058897495,4.465807915,4.026183128,3.708563328,4.340603352,3.735765696,3.504216194,3.894749165,61.48080063,80.84043884,54.0388298,32.944664,34.52260208,68.0294342,132.3627472,90.37576294,81.36223602,173.9901123,100.938591,135.0923004,0.958440333,0.770386142,0.754924019,1782,0,0,0,2129.614161,2394.431034,294.443010206074,4.853005,52.341093,c(4.853005, 52.341093)
"52",52,24,5.768578053,0,0,0,0,1627552.75,0,0,3976197.5,40.14888,34.79991531,33.45095444,36.90249634,6.73466e+15,15083.43359,119912,282642.9375,2.847818136,0,0,0,0,33651.10156,0,0,94222.67188,0,6981.312012,0,0,29294.34766,0,2.914191484,62927.41016,100.2309799,37613.64063,0,4607.79834,249132.9844,2.122814417,11114.75391,537596.625,9.331316948,1.890370727,13.74531174,7.93855381,5.126467228,4.878480434,8.097175598,8.566580772,14.40832329,17.76010323,17.92638206,17.62028313,14.31325245,9e-05,3.817698717,5.496310711,4.263140202,5.001101494,4.918103218,4.350160599,3.920553684,3.624953508,4.233808517,3.632666588,3.399440289,3.773391962,61.13777542,81.26480103,55.08761978,30.95253181,35.25643921,71.23297882,132.3791656,87.78637695,80.91246796,171.927597,101.7282486,136.02948,0.998889473,0.992236746,0.895193937,1703,0,0,0,0,546.8505235,510.888209226694,4.903085,52.347303,c(4.903085, 52.347303)
"53",53,27.3,6.121570587,0,0,0,0,1434317.875,0,0,4418895,38.01486969,34.90384293,32.16732407,36.41298676,6.71689e+15,15365.91895,112089.8906,266458.875,2.846307993,0,1238.625244,0,0,35617.67188,0,0,92481.10938,0,3992.568604,0,0,29891.09961,0,0,55706.73828,648.7960205,33743.17969,72.98583221,4326.578613,212420.7813,186.4092712,9776.334961,552229.25,9.351177216,1.858371258,13.7262392,7.905260563,5.099886894,4.862903118,8.082551956,8.555673599,14.41944313,17.77110291,17.92602921,17.60963631,14.29527092,8.95e-05,3.7919631,5.46082449,4.232075214,4.966549873,4.891957283,4.324461937,3.90456295,3.612036705,4.215572834,3.613261461,3.379155874,3.748719454,60.73779678,81.1236496,55.11919785,29.99629402,35.51955414,73.37016296,133.0192566,86.66209412,80.5406723,169.9311371,103.5421524,136.2879333,0.998911267,0.92657225,0.813045393,1939,0,0,0,0,566.1556699,755.26710390067,4.925805,52.355393,c(4.925805, 52.355393)
"54",54,31.4,1.771131039,0,411572.25,0,0,1809095.875,0,42111.57422,4890050.5,34.6586113,31.24086952,27.91590118,32.06688309,6.6744e+15,11120.58691,110208.1094,264681.375,2.849925995,0,2561.233887,0,0,17111.07227,0,0,66906.53906,0,3739.591553,0,322.5531006,26959.38477,0,1638.619995,55347.65234,386.5324402,12918.83008,56.73337173,1597.601807,208358.4844,137.5775299,3052.778809,502624.3125,9.56692028,1.900446773,13.74038029,7.956311703,5.139780998,4.851069927,8.068464279,8.56193924,14.39447403,17.73648643,17.91296196,17.60317802,14.31601524,9.04e-05,3.844381571,5.546325684,4.307911396,5.036408424,4.95062542,4.360836029,3.956781149,3.648910522,4.263520241,3.656876087,3.42318511,3.793552637,60.16716003,80.61940002,54.04579926,28.78252411,35.01021576,73.3187561,129.7033234,87.96002197,80.56115723,172.4424896,107.499321,135.5669861,0,0,0.190850568,0,0,0,0,1637.333333,1637.333333,316.624474703005,4.923695,52.378893,c(4.923695, 52.378893)
"55",55,41.3,3.406546116,0,196711.7031,0,0,2426614.75,0,0,12810213,40.56404495,31.54216385,35.85561752,33.58995056,6.67892e+15,15539.18652,129934.0234,333122.1875,2.856391907,0,4200.011719,0,0,29174.7793,0,0,84309.52344,0,0,0,0,23424.60547,0,0,65831.46094,360.1758118,37971.84766,45.51734543,3297.603027,250852,111.7876129,10983.74023,548001.75,9.713358879,2.052079678,13.8129673,8.110128403,5.26665926,4.886713028,8.087745667,8.591190338,14.32244396,17.66690826,17.89913177,17.63132286,14.39792633,9.55e-05,4.028810501,5.803312778,4.542656422,5.275253773,5.144100189,4.517614365,4.101044178,3.761902094,4.409276962,3.798630238,3.568828344,3.96118021,61.11575317,80.66725159,53.5159111,30.95335007,34.01802826,68.36435699,128.1633453,91.11203766,81.16926575,177.8403168,105.2955322,134.3248291,0.983379278,0.836508894,0.901777936,1952,0,0,0,0,0,920.166656926941,4.856635,52.374393,c(4.856635, 52.374393)
"56",56,52.1,4.931100368,0,8473.280273,0,0,2364410,0,3941.407959,13282871,37.6349678,33.35663223,35.35171127,34.17871857,6.6731e+15,15250.20313,126660.2031,327671.5,2.857858181,0,7176.87207,0,0,30581.32227,0,158.2047577,83920.03125,0,0,0,0,23238.01563,0,0,61731.98047,506.8425598,42318.58984,17.03594017,4795.24707,244855.9375,88.77572632,11666.16309,517580.6563,9.725924492,2.064760447,13.81899738,8.122570038,5.277114868,4.890027046,8.089175224,8.593173027,14.31629467,17.66174126,17.89815903,17.63392639,14.40468788,9.64e-05,4.045706272,5.826197147,4.563659668,5.296823978,5.161794186,4.532105446,4.114235401,3.772410154,4.422607899,3.811531782,3.582008839,3.976514578,61.11575317,80.56781769,53.5159111,30.95335007,34.01802826,68.36435699,128.1633453,91.11203766,81.16926575,177.8403168,105.2955322,134.3248291,0.551167393,0.804416284,0.84854358,1679,0,0,0,0,1872.452068,580.470570242708,4.850985,52.373063,c(4.850985, 52.373063)
"57",57,32.1,5.900894642,0,4994.053223,0,0,1576839.5,0,0,5452136.5,39.12028122,45.11491013,31.43344879,46.47763824,6.69827e+15,14119.89063,116531.1094,284376.25,2.849061966,0,2721.181396,0,4.895791054,14799.54004,0,1663.767944,86729.03906,0,6120.272461,0,0,32335.4082,0,82.8108139,56358.33203,452.9136353,15313.09961,66.77419281,2268.351318,227182.2344,156.4193268,4759.406738,563224.6875,9.522357941,1.902292967,13.74361801,7.956615448,5.140248299,4.858403683,8.076043129,8.564219475,14.39594936,17.73985291,17.9157238,17.60795593,14.31782913,9.12e-05,3.842088223,5.54049921,4.302855015,5.033489227,4.947102547,4.36160326,3.951271534,3.645539999,4.259622097,3.654255867,3.420851946,3.792475939,60.46837997,80.76133728,54.27003479,29.63521576,34.97101974,72.40505219,130.5287628,88.26529694,80.72951508,172.6277161,106.0229645,135.5052032,0.93255544,0.743664052,0.612491247,1834,0,0,0,1637.333333,1637.333333,316.494470519515,4.916105,52.371353,c(4.916105, 52.371353)
"58",58,27.7,6.684638023,0,7536.836914,0,0,1562316.25,0,0,5250076.5,39.12028122,45.11491013,31.43344879,46.47763824,6.69795e+15,14092.68555,115881.125,282138.2813,2.849061966,0,2631.205566,0,0,15175.42188,0,1158.973877,85308.94531,0,5981.883301,0,0,31868.79883,0,0,56117.23828,275.6226196,15658.93359,1.109906793,2563.713379,220916.2031,12.65560818,4297.069336,560204.5,9.517911911,1.899232268,13.74205399,7.953300476,5.137609959,4.857657909,8.075389862,8.563352585,14.39723873,17.74137115,17.91599083,17.60738754,14.31613255,9.11e-05,3.839215994,5.536241055,4.299051762,5.029632568,4.944085121,4.359129906,3.949072123,3.643880606,4.25736475,3.652012825,3.418522358,3.789837837,60.3452034,80.76133728,54.36457825,29.19646645,35.17884064,73.41584778,130.83461,87.54237366,80.56183624,171.5461426,106.2491226,135.7846375,0.850347077,0.713564348,0.580094053,1834,0,0,0,0,1637.333333,423.514826684161,4.918005,52.371693,c(4.918005, 52.371693)
"59",59,25.5,6.321534157,0,0,0,0,537580.6875,0,0,5477275,43.28250504,51.86033249,34.08430481,54.0931778,6.71262e+15,15497.35742,128723.5703,304499.875,2.847819567,0,176.6406097,0,0,11004.86523,0,0,96918.17969,185.0069275,8705.186523,0,1147.942993,34108.44922,1.610360742,4135.725586,62087.09375,11.22430515,24546.80078,0,1711.136963,264621.6563,0,4922.586426,586711.25,9.488389015,1.909872293,13.75030422,7.962930679,5.145498753,4.868578911,8.086258888,8.568452835,14.39542961,17.74128342,17.91855431,17.61464119,14.32280064,9.15e-05,3.844403744,5.541018009,4.303268433,5.036738873,4.948292732,4.367040157,3.948654413,3.644506216,4.259015083,3.655131102,3.422142029,3.795811415,60.64574432,80.91912079,54.58760071,30.05649757,35.14121628,72.4056015,131.6314697,87.86011505,80.73550415,171.755722,104.6799011,135.7434082,0.998893049,0.890049109,0.900158419,2576,0,0,1637.333333,1417.025119,1387.04478,96.85495314962,4.905505,52.362593,c(4.905505, 52.362593)
"60",60,40.6,4.737050533,0,0,0,0,1371074,0,0,4350866.5,34.952034,37.03470612,30.53577805,36.13566589,6.71496e+15,15374.50879,108064.1797,259704.3594,2.846524,0,731.2966309,0,0,35815.22656,0,0,92072.82031,0,1687.706543,0,0,29132.51758,0,0,53533.61719,364.4801025,35460.03125,10.84238911,2876.34082,208290.4375,65.38193512,8880.384766,545427.8125,9.348276138,1.854419947,13.72392368,7.901153564,5.09660244,4.861077309,8.080831528,8.554344177,14.42083931,17.77252388,17.92601967,17.60836983,14.29302788,8.94e-05,3.788741112,5.456346512,4.228115559,4.962216854,4.888685703,4.321311951,3.902528286,3.610405684,4.213275909,3.610831738,3.376605988,3.745640516,60.73779678,81.1236496,55.11919785,29.99629402,35.51955414,73.37016296,133.0192566,86.66209412,80.5406723,169.9311371,103.5421524,136.2879333,0.998913077,0.924641912,0.826661114,1808,0,0,0,0,0,850.782215161464,4.927705,52.355993,c(4.927705, 52.355993)
"61",61,28.2,7.114388943,0,0,0,0,371552.9063,0,0,6163094.5,45.22285843,76.60060883,35.28673553,65.73712921,6.72212e+15,15829.5166,136335.9844,318523.6875,2.849172354,0,0,0,0,19431.76953,0,0,87363.51563,3.396445751,2850.786621,0,1067.714355,30509.12891,0,1763.208374,67775.07031,763.2363892,42552.17578,53.54624176,2823.14502,286634.875,183.1834259,10508.66113,581521.5,9.559282303,1.960899115,13.77504158,8.014623642,5.18825388,4.881476402,8.093029022,8.578063965,14.37168217,17.71963882,17.9145298,17.62472725,14.35018826,9.04e-05,3.907196522,5.627783775,4.38224411,5.117660522,5.014210224,4.420937061,3.997790813,3.683198214,4.308736324,3.703401327,3.471516609,3.852859735,60.90304565,80.8324585,54.19978333,30.99272156,34.68575668,70.34197235,130.9946747,89.37129211,81.04736328,173.8032379,104.2206955,135.159668,0.998871191,0.924323186,0.926169363,2058,0,0,0,580.75,580.75,168.037090311642,4.882305,52.360093,c(4.882305, 52.360093)
"62",62,29.5,5.949748039,0,35720.33984,0,4213.974121,1050092.25,0,10197.70313,4826517,36.53268433,40.32188797,30.29498482,40.082901,6.704e+15,15669.26465,110227.3516,268770.125,2.848341942,0,154.9322205,0,0,20515.50195,0,0,90869.16406,385.2922363,5072.05957,88.83283234,1242.473633,26954.91602,172.8253937,2181.352295,52552.42188,253.5538788,28813.42578,1.660116553,2770.456543,205705.9688,19.56279564,6712.756348,546945,9.440127373,1.873677373,13.73090839,7.924192905,5.114637375,4.857168198,8.075929642,8.557584763,14.40988922,17.75762177,17.92066574,17.60636139,14.30264282,9.06e-05,3.811872244,5.493679047,4.261184216,4.993055344,4.914419651,4.337854862,3.924990416,3.626366854,4.234116554,3.62996006,3.395951748,3.765584946,60.53493881,80.93172455,54.7226181,29.19646645,35.34894562,73.42179871,130.83461,87.11381531,80.56183624,171.5461426,104.9116821,136.0233765,0.842258536,0.9166129,0.872096524,2481,1637.333333,1637.333333,1637.333333,1637.333333,1637.333333,7.2862762182848,4.926115,52.365433,c(4.926115, 52.365433)
"63",63,29.3,-0.628902912,0,95339.80469,0,1196.440674,2591420.75,0,38251.48438,3281238.75,28.58159447,22.89684486,26.97616577,23.55565453,6.72735e+15,10357.93555,82827.89844,202470.7656,2.849830151,43.95905685,11778.44141,0,2604.282959,49536.16016,0,4188.516113,124001.5547,0,0,0,0,11799.66699,0,0,44970.5,956.6425781,27545.70898,95.22314453,4342.928223,194565.0625,261.808075,11667.36426,413650.5938,8.912081718,1.786615014,13.6940527,7.823269367,5.035346985,4.859421253,8.082332611,8.539139748,14.45453453,17.81536293,17.93847847,17.60580444,14.25806808,8.94e-05,3.716053486,5.343239307,4.128542423,4.865225792,4.809394836,4.264018059,3.838016033,3.563481569,4.15108633,3.551928282,3.316706657,3.681284666,61.05541611,81.70799255,56.37861252,29.43855286,36.2270546,75.06040955,134.667923,84.16567993,80.04548645,167.256958,101.1278687,137.4135895,0.750802044,0.773779236,0.618358662,2463,0,0,1297.52162,1958.906316,1304.169031,77.9929070555969,4.950805,52.340653,c(4.950805, 52.340653)
"64",64,36.9,5.412464142,0,120006.375,0,0,1226180.625,0,19621.58789,4339760.5,27.8861351,32.0931282,27.58370972,30.89853096,6.70368e+15,13644.34082,93158.17969,235193.8281,2.848053932,0,106.4768829,0,0,35066.26563,0,0,94486.69531,0,2470.887451,0,0,23049.99414,0,28.46986389,49140.46094,651.5586548,29336.77344,71.21192169,5348.700195,186720.9531,187.1300964,12383.30762,502999.4688,9.36962986,1.842586994,13.71575928,7.889831066,5.087403297,4.851880074,8.071752548,8.549396515,14.42377853,17.77446556,17.92438889,17.60214424,14.28581619,8.95e-05,3.781300545,5.447533131,4.220197678,4.9520998,4.881849289,4.31234026,3.900214434,3.607942343,4.209307671,3.605753899,3.371011019,3.737876654,60.43399811,80.93174744,54.82649231,29.1546936,35.54093933,74.41220093,132.2461548,86.37294769,80.34405518,169.663269,105.1214523,136.2979126,0.998924685,0.960359403,0.825565582,2627,0,0,0,0,1637.333333,560.933875037559,4.939655,52.362643,c(4.939655, 52.362643)
"65",65,32.1,4.465199471,0,524993.9375,0,28272.10352,2132192,0,160353.2344,5543347,27.89863396,25.71224594,24.71197319,25.68817139,6.62501e+15,12009.75977,99087.19531,236260.1563,2.853497267,0,5666.498535,0,1040.732788,29577.32031,0,2889.266113,62688.16797,0,1915.00415,0,143.8695984,23243.42383,0,579.6211548,56668.35156,1057.033325,24594.02344,99.26779175,4929.319824,179853.2813,255.8266907,7454.327637,429549.4063,9.654091835,1.915172815,13.74475002,7.974603653,5.154026031,4.845192432,8.061724663,8.563689232,14.38516808,17.7232914,17.9076519,17.59980202,14.32308102,8.88e-05,3.863741159,5.578364372,4.336309433,5.062179565,4.972502708,4.373745441,3.9767766,3.662915468,4.28162384,3.673140287,3.439536572,3.809916019,60.00004196,80.50721741,53.7618866,28.3603878,34.84384918,73.10923767,128.5514526,88.37454224,80.54511261,173.4183807,108.6290359,135.3664246,0.95822435,0.510671887,0.39176652,1544,0,0,0,1637.333333,1637.333333,328.099585774091,4.924285,52.388263,c(4.924285, 52.388263)
"66",66,33.3,4.060952187,0,390099.8438,0,0,2186353,0,41353.74219,6500113.5,32.96391678,30.70295715,27.3480854,30.37960434,6.6461e+15,12113.57227,110898.1953,267696.8125,2.851938009,3.666221142,5673.851074,0,1178.988525,17239.68164,0,2157.458496,87227.44531,0,4281.482422,0,0,29263.22656,0,0,58661.33594,753.8214722,25426.74219,87.32570648,3404.022461,205910.1406,227.7546692,7757.735352,494668.5,9.638589859,1.929443955,13.75324631,7.989004135,5.165652275,4.852388859,8.068736076,8.568716049,14.38041878,17.71851158,17.90802383,17.60491371,14.33158398,9.18e-05,3.874893665,5.593567848,4.350169659,5.077289104,4.983523846,4.384720325,3.983155489,3.668163061,4.289161682,3.681340218,3.448340416,3.820748329,60.30218506,80.61940002,53.98750687,28.7760067,34.80175781,72.33061218,128.2397614,88.65760803,80.68929291,174.5662537,107.3057251,135.2905273,0,0.080255698,0.184398679,1182,0,0,1637.333333,1637.333333,1637.333333,96.9911524907332,4.913505,52.384893,c(4.913505, 52.384893)
"67",67,41.3,5.757702351,0,92803.84375,0,0,1326464.5,0,0,9623770,43.36358643,48.41710663,35.97203827,51.93056107,6.70705e+15,15984.64648,131550.5781,338731.9063,2.852600098,0,0,0,0,19785.13672,0,0,83589.13281,191.4749603,2569.690918,17.71617699,604.9141235,26604.86719,57.22584915,1148.503662,70181.36719,219.6494904,26211.48633,4.140445709,3317.489502,267071.5938,25.24579048,6800.120117,590849.4375,9.645515442,2.000298977,13.79035378,8.057347298,5.222919464,4.879827499,8.087503433,8.583601952,14.34955311,17.69381714,17.90619278,17.62504387,14.37063503,9.32e-05,3.959418058,5.705555916,4.45307827,5.185836315,5.070558548,4.460860252,4.04397583,3.717683792,4.35296011,3.744844198,3.513835669,3.898919344,60.75389481,80.73227692,53.97228622,30.53585243,34.51568985,70.38465118,129.9039612,89.70046234,81.01452637,174.7379913,105.6163254,134.9258575,0.993500417,0.981207915,0.962332298,1493,580.75,580.75,580.75,580.75,580.75,7.56229604729884,4.874475,52.370543,c(4.874475, 52.370543)
"68",68,45.1,6.810779095,0,0,0,0,404596.2813,0,0,7894566.5,44.32673645,57.02308273,35.7852478,55.83908844,6.71539e+15,15832.56348,135397.5469,331010.0313,2.850687265,0,0,0,0,18033.24805,0,0,89834.07031,174.7893524,3057.273438,22.16846657,852.8286743,25901.45508,62.20198059,1555.075073,69560.45313,259.0604858,29472.30859,32.57452011,2435.905762,282549,86.71528625,7780.306641,586029.9375,9.60017395,1.978010654,13.7815752,8.033384323,5.20342207,4.880293369,8.090247154,8.580471039,14.36200523,17.70810509,17.91072273,17.62456703,14.35904694,9.14e-05,3.929775238,5.66172266,4.413108826,5.147201061,5.038650036,4.438007832,4.018001556,3.698199987,4.328000069,3.721396208,3.489881992,3.872715473,60.90304565,80.8324585,54.19978333,30.53585243,34.68575668,70.34197235,129.9039612,89.37129211,81.01452637,174.7379913,104.2206955,135.159668,0.930776497,0.973156708,0.938138241,1131,580.75,580.75,580.75,580.75,580.75,10.579704865873,4.878365,52.365483,c(4.878365, 52.365483)
"69",69,26.6,6.429423332,0,193956.3438,0,0,5946127,0,0,13251523,38.09618759,29.73902893,31.79800987,29.73852539,6.61918e+15,11141.74902,117117.0313,299014.9375,2.856812,0,0,0,0,33432.51563,0,0,91660.47656,352.0421448,5029.58252,36.65706253,1559.112671,28106.29688,107.8269806,2406.720459,63864.17969,140.8345184,13971.15332,1.822253823,2122.858887,181530.5,11.80869007,3554.260254,513558.9063,9.736919403,2.014365196,13.791646,8.077667236,5.238016129,4.864578724,8.073311806,8.584860802,14.33802986,17.67271805,17.89673424,17.6156292,14.37724876,9.37e-05,3.977571487,5.741339207,4.485013008,5.211401463,5.092213154,4.468737125,4.066757679,3.732169151,4.372100353,3.761208057,3.530507803,3.91327095,60.4767952,80.58815765,53.60258484,29.62400246,34.17639923,70.31412506,127.614357,90.31554413,80.91449738,176.7784729,108.3077545,134.5297699,0.931725142,0.610268367,0.478663003,1287,0,0,0,580.75,736.28118,139.929556445604,4.882805,52.390393,c(4.882805, 52.390393)
"70",70,37.3,5.618154049,0,30814.00586,0,2374.223633,1183246.625,0,7594.503418,4936513.5,37.42544556,40.35557556,30.48688698,40.89869308,6.70125e+15,15277.03125,109198.5391,268240.1563,2.848629951,0,913.0478516,0,0,14876.41016,0,0,88735.11719,0,6714.971191,0,238.6819611,27426.375,0,1380.364258,53960.97656,359.2249146,24785.34961,51.90520859,1486.321411,210429.2813,111.106163,4180.095703,547360.5625,9.466850281,1.880578995,13.73367214,7.932245255,5.120966911,4.856555462,8.075001717,8.558950424,14.40622616,17.75276947,17.91908455,17.6061554,14.30619144,9.08e-05,3.819696188,5.506088734,4.272201061,5.003503323,4.923018456,4.343688488,3.932244062,3.631577015,4.240972519,3.636352062,3.402454138,3.772424936,60.53493881,80.93172455,54.7226181,29.19646645,35.34894562,73.42179871,130.83461,87.11381531,80.56183624,171.5461426,104.9116821,136.0233765,0.898024317,0.92364297,0.768119884,2154,0,0,0,1637.333333,1637.333333,291.069985479709,4.924155,52.368003,c(4.924155, 52.368003)
"71",71,23.2,0.484661549,0,0,0,0,321250,0,0,2197896,17.6555233,11.94689369,17.9033699,10.52872086,6.79916e+15,1974.114868,29534.26953,127849.3906,2.861010075,0,2453.604004,0,0,47641.38281,0,0,100870.9688,0,0,0,0,9325.645508,0,0,33972.60156,502.4937134,11143.80664,20.46166229,2210.677002,50618.05078,103.7292938,3544.57666,278959.9688,7.783352852,1.778761625,13.70517445,7.806095123,5.022679329,4.9008255,8.124653816,8.547955513,14.47247887,17.84770966,17.95841408,17.63240242,14.25814724,8.45e-05,3.684805632,5.281348705,4.07279253,4.824031353,4.770022869,4.255066872,3.791958332,3.534127712,4.114906788,3.523303747,3.288590431,3.658616543,62.77290726,82.46204376,58.62783813,32.52165222,36.34325027,71.71528625,138.2363129,83.2776413,80.89361572,166.3162537,95.37532806,139.171936,0,0,0,2934,0,0,0,0,2689.836968,731.77780683073,4.915905,52.295193,c(4.915905, 52.295193)
"72",72,25.5,-1.727184534,0,0,0,0,930122.125,0,0,2571910.5,20.17668533,9.96723175,19.47652054,10.00381279,6.79106e+15,1734.244873,35548.81641,152454.9688,2.860254049,0,556.1340942,0,0,50790.15625,0,0,106280.25,0,227.9012146,0,0,12129.43457,0,0,39779.62109,193.7946472,9306.03418,7.397688389,1312.202271,61975.23047,39.42766571,2803.678223,321361,7.968461514,1.790852308,13.70892334,7.820129871,5.033625603,4.897550583,8.121113777,8.549450874,14.46441936,17.83644295,17.95346642,17.62974548,14.26301384,8.59e-05,3.698991299,5.305060863,4.093204021,4.842701912,4.786407471,4.265217304,3.806067944,3.543518066,4.127348423,3.534756899,3.300179482,3.670832157,62.41775894,82.26702118,58.0148201,32.52165222,36.23268127,71.8238678,138.2363129,83.99598694,80.89361572,166.3162537,96.25966644,138.5548706,0,0,0,4614,0,0,0,0,0,1094.05570423078,4.915705,52.301493,c(4.915705, 52.301493)
