FID;Longitude;Latitude;wkd_day_value;wnd_day_value;wkd_night_value;wnd_night_value;mean_value_NO2;radiation;nightlight_450;nightlight_4950;nightlight_3150;nightlight_900;elevation;industry_1000;industry_100;industry_25;industry_3000;industry_300;industry_5000;industry_500;industry_50;population_1000;population_3000;population_5000;road_class_1_1000;road_class_1_100;road_class_1_25;road_class_1_3000;road_class_1_300;road_class_1_5000;road_class_1_500;road_class_1_50;road_class_2_1000;road_class_2_100;road_class_2_25;road_class_2_3000;road_class_2_300;road_class_2_5000;road_class_2_500;road_class_2_50;road_class_3_1000;road_class_3_100;road_class_3_25;road_class_3_3000;road_class_3_300;road_class_3_5000;road_class_3_500;road_class_3_50;temperature_2m_10;temperature_2m_11;temperature_2m_12;temperature_2m_1;temperature_2m_2;temperature_2m_3;temperature_2m_4;temperature_2m_5;temperature_2m_6;temperature_2m_7;temperature_2m_8;temperature_2m_9;TROP_2018;wind_speed_10m_10;wind_speed_10m_11;wind_speed_10m_12;wind_speed_10m_1;wind_speed_10m_2;wind_speed_10m_3;wind_speed_10m_4;wind_speed_10m_5;wind_speed_10m_6;wind_speed_10m_7;wind_speed_10m_8;wind_speed_10m_9;trop_mean_filt_2019;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;BldDen100;BldDen500;BldDen1000;NDVI;trafBuf25;trafBuf50;trafBuf100;trafBuf400;trafBuf800
137;12.997278;50.570872;21.72974203;14.84841193;17.80280888;11.81479369;18.53974761;2.920672;4.37964;1.070971;1.830014;4.270842;557.021851;9375;0;0;240625;0;600625;0;0;4031.2229;13901.42969;23257.16406;0;0;0;0;0;0;0;0;2898.990967;203.11618;57.01115;15525.20996;696.600464;25045.34961;1249.9198;114.789215;32439.71484;181.70433;26.971312;98170.55469;2957.177734;192357.0938;8303.117188;94.674423;9.090071;2.858307;-0.286099;-5.951064;-0.013336;4.384866;4.938405;12.049816;16.35165;16.560553;16.829201;10.717056;264.166656;3.478654;2.951629;3.576001;2.740941;2.986928;2.918011;2.889746;2.290117;2.698786;2.495977;2.29227;2.411925;4.55E-05;70.2454071;40.37652206;70.93871307;80.53472137;25.65375328;95.53410339;115.9042969;104.538147;51.28796768;130.5341339;93.50314331;77.28969574;0.387574863;0.500177512;0.515779275;4662;283;283;283;283;283
138;13.009406;51.303772;8.825515608;6.827802721;9.161538835;8.861630952;8.528443954;3.009277;0.162371;0.149101;0.110335;0.157335;304.423157;5625;5000;625;5625;5625;124375;5625;1875;82.663673;458.938873;2494.887695;0;0;0;0;0;0;0;0;0;0;0;3056.241211;0;9257.859375;0;0;3598.340088;0;0;15554.23633;0;68400.625;0;0;12.055742;5.731086;3.041321;-2.370981;2.7795;7.284763;7.95288;14.758315;19.108267;19.220142;19.646736;14.045699;342.240265;3.638847;3.148437;3.672493;2.695578;3.193031;3.002743;2.966055;2.402698;2.863515;2.532067;2.467495;2.612031;4.44E-05;41.56738663;35.46094894;46.99119568;25.72040367;19.74204445;67.97116852;92.25197601;72.77999878;34.33494568;68.55826569;63.26029205;45.3331337;0;0;0.039238184;6443;0;0;0;0;0
139;13.031662;53.141303;4.344978966;3.457420269;4.542321249;4.377137546;4.225969147;2.80972;0;0.044394;0.064233;0.00244;67.085938;0;0;0;165000;0;213125;0;0;12.107857;264.041992;742.398315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714.842163;0;0;11189.94238;0;27160.72266;0;0;11.601565;5.61737;3.028509;-1.22897;1.255316;6.371115;7.406748;13.969652;17.186651;17.621117;18.25425;13.737916;291.787567;3.72304;3.201106;3.782975;2.770188;3.311603;2.958626;3.353244;2.829036;3.201049;2.537405;2.763404;2.958319;3.70E-05;35.32266235;33.71347046;57.33329773;38.24879074;45.77737427;129.4593964;137.4815521;55.45129776;32.67184067;87.67559052;71.69062042;36.07970428;0.017223918;0.000688957;0.000292524;4886;0;0;0;0;0
140;13.037474;52.393932;43.59819857;30.46362585;26.50453102;20.18271429;34.79640823;2.916244;16.202822;7.386032;11.28319;15.384455;36.783978;8125;0;0;72500;0;144375;0;0;7051.856934;42860.375;80253.41406;0;0;0;2167.845215;0;11220.84863;0;0;3596.904297;196.826691;54.004917;20870.63477;585.587524;33413.88672;1056.94165;88.21701;15323.08496;393.239777;0;114043.7422;2902.541504;266474.8438;6594.269043;63.769268;12.169559;6.058658;3.405184;-1.318724;2.20529;7.191382;8.223484;14.821106;18.494856;18.794483;19.169216;14.351567;398.914581;3.565104;3.007729;3.553904;2.663496;3.162846;2.913529;3.221963;2.661348;3.029697;2.42939;2.588932;2.750029;4.99E-05;33.79296112;33.66639709;49.05718613;22.05789375;26.11078262;138.956604;139.1707764;69.95142365;32.27418518;75.00980377;61.59296036;36.19382095;0.997617665;0.785286293;0.525084249;3792;433.5416667;433.5416667;433.5416667;433.5416667;433.5416667
141;13.059945;52.401352;15.91316515;11.3060957;15.7738677;13.35790049;14.75910351;2.912621;30.390234;7.872517;12.934272;28.233782;34.462349;3750;0;0;105625;0;134375;3750;0;11942.46875;50482.8125;86595.60938;823.88385;0;0;8353.470703;0;14046.61328;0;0;4803.902832;0;0;21614.06836;0;33020.93359;3.962026;0;27683.27344;286.366058;0;147027.7031;2850.906738;291881.0313;8763.072266;22.089987;12.164922;6.057829;3.403621;-1.313854;2.197435;7.187054;8.221724;14.822526;18.497114;18.791756;19.167589;14.352031;405.127228;3.572237;3.016135;3.562596;2.671532;3.172582;2.918784;3.231923;2.671357;3.040378;2.434764;2.597351;2.761228;5.18E-05;34.0644989;33.64443588;48.91263962;22.28600311;25.8351326;139.5149536;141.1283569;70.43426514;32.62533188;75.90638733;62.03075027;36.22066498;0.913950521;0.980405756;0.854198069;2872;0;0;0;0;477.0168234
142;13.08101;54.31923;21.44918666;15.53945578;15.16098901;11.58967391;17.8873325;2.871234;13.992676;4.428976;9.125627;15.256567;8.414724;0;0;0;830000;0;1088125;0;0;4756.665527;29248.20313;39504.46875;0;0;0;7829.086426;0;26378.06055;0;0;0;0;0;0;0;1950.070801;0;0;25776.11523;370.136841;55.573349;120637.5313;2780.521729;175377.7813;7041.094238;83.171936;11.753595;6.046473;3.415514;0.119242;1.970035;5.659945;6.931873;13.110101;16.733215;16.920956;17.848982;13.926889;209.979736;4.902457;4.206532;4.888422;3.697069;4.39648;3.890317;4.467389;3.836068;4.524162;3.519671;3.662446;3.918054;3.11E-05;32.76728058;36.32906342;42.65382767;37.99304199;34.57105637;91.02232361;96.65796661;54.74124908;46.2526207;105.5470123;63.42489624;44.72643661;0.861366121;0.576909113;0.45892486;3532;0;0;0;0;0
143;13.094618;52.388869;40.76375344;28.41085714;28.8407696;23.16513095;33.89595585;2.906278;18.050404;8.669301;12.721516;16.935486;37.138241;45000;0;0;370625;625;1226875;16875;0;8959.666016;49319.46875;94346.10156;7010.155762;0;0;16430.83398;0;39295.63281;1564.978027;0;639.556641;0;0;12333.39844;0;27227.88477;0;0;29370.98828;546.110535;71.94426;168391.4375;3806.89917;318059.0625;9766.365234;197.340546;12.163298;6.057354;3.400957;-1.317826;2.196523;7.195901;8.226578;14.843855;18.538101;18.810169;19.196466;14.370431;404.28537;3.582721;3.027458;3.573635;2.681083;3.183922;2.926485;3.239573;2.6783;3.050542;2.441957;2.605451;2.775497;5.27E-05;34.51300049;33.90207291;48.62472534;22.24646378;25.5641861;139.8976746;141.6402435;70.28744507;32.8122406;76.79167938;62.18101883;36.36402512;0.998895209;0.858959853;0.754704113;2598;0;0;0;0;433.5416667
144;13.123698;52.484168;14.52312948;10.40087755;13.02960558;11.32170238;13.07743989;2.916488;2.367165;1.921276;2.017979;2.338497;43.750126;0;0;0;0;0;26875;0;0;1610.771973;11231.75684;33535.0625;0;0;0;0;0;236.122147;0;0;2038.506104;0;0;6471.999023;0;15209.56152;0;0;10166.27344;302.587524;0;65544.40625;2667.604248;154411.5938;5390.88916;0;12.142018;6.0524;3.39476;-1.2476;2.155344;7.152257;8.209195;14.800859;18.441975;18.719862;19.139248;14.347218;444.679657;3.597429;3.052181;3.599436;2.692181;3.222328;2.922324;3.25124;2.687635;3.055849;2.427842;2.625783;2.802429;5.32E-05;31.90808678;30.97529602;51.7925415;23.73897171;25.71572304;138.9517822;148.2489014;71.03871155;32.39387512;77.57268524;65.11004639;36.12854385;0.380540284;0.127077222;0.054228976;5979;0;0;0;0;137.625
145;13.225144;52.473192;12.08534483;9.103605442;12.80800193;12.20042857;11.70041604;2.891205;0.114224;6.399404;1.783188;0.265555;58.943928;0;0;0;0;0;28125;0;0;196.854965;4180.272949;86000.39063;3012.756592;0;0;12661.56641;0;28460.23828;0;0;0;0;0;0;0;21182.73438;0;0;138.531403;0;0;24342.53711;0;335948.3438;0;0;12.091391;6.008605;3.345483;-1.363066;2.082234;7.057097;8.154167;14.76697;18.469942;18.706444;19.095406;14.29616;467.363312;3.634412;3.091272;3.638021;2.729335;3.261406;2.952251;3.291925;2.728737;3.102488;2.460079;2.660161;2.851843;5.74E-05;32.9432373;31.16614342;51.49996948;24.18421555;24.49338531;141.4392242;151.5172424;70.54837799;33.00326157;81.00299072;67.00991821;36.74808121;0;0;0.009211329;1636;0;0;0;0;0
146;13.26644;53.559784;23.010423;14.30659341;17.05988113;11.86853397;18.87462273;2.862344;23.387415;4.374349;7.796115;20.585493;22.454636;63750;1250;0;169375;23125;262500;55625;0;7356.777344;31287.91992;45337.42969;0;0;0;0;0;0;0;0;6003.492188;334.245117;0;23237.46875;1222.283081;33910.14063;2058.008057;141.594284;32379.74219;526.456726;127.632225;124926.6641;2574.833496;202979.8125;7235.203125;241.965363;11.498049;5.637379;3.045849;-1.212237;1.181946;5.955631;7.068043;13.528502;16.768574;17.242222;18.02515;13.609124;241.772293;3.968066;3.419011;4.067704;2.978321;3.490958;3.15957;3.52933;2.981459;3.429523;2.764161;2.977153;3.183541;3.18E-05;44.27169418;33.04384613;41.90325928;52.61839294;59.72940445;118.0074768;131.6989288;34.39521408;29.22243118;109.9362259;70.22442627;28.11471558;0.59469842;0.901938257;0.90482637;3322;0;199.4583333;199.4583333;199.4583333;199.4583333
147;13.296081;52.653269;12.21566195;9.307524752;12.23872144;11.50907317;11.59992724;2.875174;0.789828;2.648007;3.495843;1.324352;57.578823;99375;0;0;130625;0;203125;0;0;762.265991;19074.09766;47542.40625;0;0;0;0;0;25953.39648;0;0;1982.508789;0;0;9642.649414;363.9823;18672.16406;883.583496;0;6565.782715;0;0;159353.4688;483.507385;338768.1875;1466.707642;0;11.920506;5.877024;3.214121;-1.284233;1.858836;6.874252;7.971694;14.544518;18.106995;18.402779;18.870132;14.125555;445.378662;3.67239;3.148109;3.691422;2.753964;3.331091;2.951097;3.30133;2.741412;3.112521;2.453345;2.700666;2.90861;5.40E-05;31.75857353;27.96892548;54.03023148;26.33595848;28.8358593;124.6638794;148.969223;70.02993011;33.54502869;76.52023315;69.94009399;36.51446915;0;0.000294928;0.064176164;3910;0;0;0;549;549
148;13.31825;52.463611;55.50794403;38.88285021;37.46031371;28.21627879;45.44499844;2.900279;20.53059;18.965834;17.059238;19.765882;51.034035;0;0;0;203125;0;733125;0;0;16617.0918;122066.3672;334788.125;5862.918945;0;0;39379.86719;0;59897.55469;211.025772;0;0;0;0;7652.154297;0;27674.56445;0;0;47410.89063;276.576508;50.229694;337358.9375;3786.07666;813254.4375;10294.7168;86.589874;12.029911;5.9515;3.284333;-1.502195;1.98745;6.952965;8.09653;14.736623;18.522545;18.699507;19.065153;14.241082;497.191498;3.665031;3.122527;3.668658;2.758849;3.293217;2.97597;3.326252;2.762703;3.140753;2.487994;2.687768;2.892095;6.64E-05;34.50816345;31.58810043;50.60218811;25.01838493;23.02933693;151.8146362;153.345047;69.3358078;33.15184021;84.87212372;68.58521271;37.47903824;0.998689008;0.981551638;0.920627085;2454;0;0;0;0;815.5393388
149;13.332972;52.5066;54.25351539;44.45008163;34.28900433;29.46232143;45.27167357;2.902883;63.686974;32.324772;36.552731;56.974369;42.450275;0;0;0;433125;0;2228750;0;0;15306.16113;141415.2656;385267.8438;0;0;0;4691.8125;0;81273.10938;0;0;2780.85083;0;0;27806.7832;0;63821.96094;0;0;33180.23047;751.720398;139.267044;302988.9688;3843.523193;751435.5625;8787.012695;224.582397;11.997987;5.923137;3.250647;-1.523743;1.93329;6.905098;8.06301;14.68283;18.445057;18.637346;19.017021;14.202962;515.583252;3.672972;3.134423;3.680285;2.763022;3.309396;2.972935;3.32707;2.763228;3.138728;2.480007;2.694045;2.902512;7.63E-05;33.92186356;29.98122787;51.25419617;25.46702957;24.02355766;139.6426697;152.1322937;69.17556763;33.27184296;83.015625;69.81954193;37.31155014;0.962453499;0.870784292;0.828912213;1450;0;0;0;0;555.8552271
150;13.342138;54.323514;4.378518109;3.796054422;4.59709073;4.444285714;4.325877326;2.916369;0.787049;0.155389;0.191621;0.847432;17.911196;66250;23125;3125;66250;43750;273750;43750;8125;574.913635;1068.020874;2223.782227;0;0;0;0;0;4625.560059;0;0;0;0;0;0;0;0;0;0;8356.314453;0;0;22957.34766;0;53840.96094;420.523376;0;11.896883;6.385711;3.679889;0.441095;1.960735;5.571731;6.868032;12.690146;16.527876;16.948786;17.993187;14.248528;194.127853;6.030354;5.308675;6.101215;4.774851;5.40207;4.636313;5.270065;4.543421;5.344236;4.295118;4.447195;4.942833;2.83E-05;34.83893585;37.12934113;41.09704208;35.74062347;34.48630524;97.14678192;92.38262939;67.07309723;44.34468079;103.2612762;63.5993576;42.31967545;0.193763762;0.100362249;0.169640161;5612;0;0;0;0;0
151;13.346826;50.9163;25.84466001;17.79772851;21.84477152;16.03140456;22.42496099;2.984295;21.719799;2.902332;5.897831;17.183372;399.613708;36875;0;0;1085000;0;2586875;0;0;7973.465332;28906.68359;35604.85156;0;0;0;0;0;0;0;0;3875.281738;182.755524;42.768852;12922.90625;611.094482;21306.5;1042.698975;96.643059;32530.30859;557.714966;130.87677;107648.625;4458.090332;170697.25;11848.38086;246.487854;10.609221;4.396452;1.433344;-4.262125;1.243006;5.993141;6.480696;13.386506;17.671623;17.898544;18.244307;12.368715;319.708618;3.693537;3.105778;3.708305;2.948272;3.16871;3.057907;3.009992;2.415078;2.822782;2.52877;2.439749;2.614279;4.63E-05;48.68001175;35.89084244;61.24542618;49.14434814;18.20551682;98.59088135;98.10205841;84.60048676;33.35725784;83.26846313;69.43462372;52.24316406;0.966847592;0.97121681;0.930725047;1942;617.4583333;617.4583333;617.4583333;617.4583333;617.4583333
152;13.348775;52.485814;25.86579166;19.57166667;24.24351923;22.26607143;23.93782487;2.909433;25.54277;28.548426;29.035522;24.496611;41.892086;0;0;0;146250;0;1320625;0;0;16948.75977;142373.2813;371049.375;1895.804565;0;0;36282.91406;0;64871.84375;0;0;7104.677734;0;0;23150.60352;1012.954224;53615.97266;3535.486572;0;39800.14844;316.366943;52.798241;316808.1875;2444.399902;787107.5;8735.670898;110.086678;11.999648;5.923386;3.251946;-1.54667;1.932623;6.905925;8.067496;14.700707;18.490847;18.665754;19.034426;14.209208;505.864532;3.676042;3.135611;3.68149;2.767228;3.308913;2.978898;3.333989;2.770049;3.147375;2.489278;2.696652;2.906162;7.18E-05;34.63381577;30.64532471;50.58142471;25.41961861;23.36294937;147.234848;151.55867;68.82398987;33.07986069;84.29442596;69.55805969;37.47054672;0.97669324;0.908571634;0.924495136;2968;0;0;0;728.9583333;777.4792189
153;13.349326;52.543041;30.4611198;22.50942955;28.92208418;24.61467405;28.02327072;2.903778;21.441858;28.549299;24.181057;21.725264;41.270485;254375;0;0;1559375;0;3810000;0;0;15721.78809;128554.7031;361262.9063;0;0;0;6893.061035;0;35421.21094;0;0;6200.078125;0;0;29185.35938;0;80091.09375;224.933411;0;26264.61719;610.447571;65.451462;203908.5469;3648.856445;592236.875;8513.591797;141.638855;11.957406;5.893007;3.221671;-1.49208;1.908699;6.86038;8.013846;14.625495;18.346527;18.557802;18.952316;14.155897;530.926941;3.681951;3.147279;3.692451;2.768998;3.324588;2.973041;3.329024;2.765711;3.140516;2.478529;2.702235;2.914726;7.39E-05;33.50917053;28.82596588;51.66170502;25.77440071;25.24357796;129.2286072;150.9039612;68.89493561;33.54951477;80.90589142;70.5841217;37.20787048;0.969866721;0.956606483;0.877014296;2437;0;0;0;0;549
154;13.368103;52.398406;13.16218499;9.267435374;15.23231513;12.97171429;12.89507598;2.92372;8.922575;8.509198;8.544774;10.72378;46.358105;410000;0;0;1601875;0;2802500;625;0;5322.230469;69631.28906;181976.2344;0;0;0;2095.717285;0;10570.39648;0;0;0;0;0;14645.12891;0;41156.35938;0;0;3634.098145;0;0;137678.0938;0;387852.9688;589.882812;0;12.033604;5.955551;3.296707;-1.528931;2.01153;6.961096;8.10597;14.79117;18.649378;18.77375;19.109505;14.256933;451.872162;3.670781;3.122515;3.668254;2.767754;3.288773;2.991046;3.342166;2.778255;3.162982;2.514491;2.692394;2.899836;5.84E-05;36.17839813;33.33583832;46.70766449;23.42566872;23.11423683;154.7831879;145.5169067;66.75670624;31.92625809;84.62221527;66.26056671;37.10116196;0.416448439;0.155922006;0.28033718;4836;0;0;0;0;0
155;13.38772;52.438115;57.68274136;42.33118448;37.35619231;30.38566667;47.31925935;2.915795;17.594357;15.506243;15.95265;17.1541;49.707802;175625;0;0;2200625;0;4139375;625;0;13215.88281;122127.0156;320661;0;0;0;4027.603516;0;40356.45703;0;0;5837.882812;459.355774;151.987061;16399.82422;1753.668457;28840.61719;3109.426758;231.312744;20949.78906;19.702557;0;195410.5156;676.342285;598428.5625;4434.247559;0;11.998934;5.923534;3.258396;-1.572891;1.945931;6.904757;8.070552;14.738144;18.584751;18.71841;19.062332;14.216238;483.713806;3.681731;3.136845;3.682621;2.775287;3.307142;2.991452;3.347973;2.783791;3.166108;2.510476;2.701625;2.913588;6.24E-05;36.07618332;32.08764648;48.04159164;24.66963959;22.64694023;157.6410522;147.6270142;67.13948059;32.26515961;85.45622253;68.27539825;37.40624619;0.903931757;0.758358678;0.760635743;3864;915.5416667;915.5416667;915.5416667;915.5416667;915.5416667
156;13.418833;52.513606;30.15630182;23.02570748;24.90898936;23.46413095;26.91138366;2.901;46.59964;33.263538;42.240818;47.110561;40.836285;60625;0;0;102500;31875;989375;60625;0;17276.06445;149484.4531;390655.9375;0;0;0;0;0;6504.021973;0;0;6294.04248;0;0;50587.9375;0;111068.4922;0;0;32080.91211;119.608978;0;284228.2188;3373.036621;696640;9969.966797;0;11.945683;5.875371;3.198882;-1.598348;1.854473;6.833265;8.01263;14.645566;18.438871;18.611469;18.984488;14.155165;515.495483;3.698983;3.160856;3.706259;2.785472;3.336877;2.988054;3.351679;2.787071;3.165252;2.499732;2.714546;2.934807;7.51E-05;35.65319824;29.82551575;50.09127808;26.00644112;24.00622749;145.4759064;148.6167755;67.64115143;33.11894608;83.27594757;70.75688934;37.77764893;0.894415002;0.89500797;0.905115552;747;0;0;0;728.9583333;728.9583333
157;13.420573;48.947611;4.834200362;4.013163717;4.05919708;3.597400257;4.375497353;3.071649;0;0.037892;0.009768;0;817.425842;0;0;0;0;0;0;0;0;0;0;548.236877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3741.832031;0;21684.70703;0;0;8.488957;1.720122;-1.76923;-6.787589;0.140511;3.889169;4.74551;11.925772;16.728947;16.680414;17.476482;10.334951;153.212814;2.224497;1.914506;2.113678;1.902487;1.881818;2.091237;2.090348;1.630269;1.950277;1.905181;1.529795;1.607634;2.79E-05;70.95034027;63.96421814;105.6967087;91.97003174;53.72675705;82.39054871;101.4568405;91.67288971;44.03958893;144.1539459;112.685997;116.0620651;0;0;0;5227;0;0;0;0;0
158;13.422039;48.573629;37.44125138;28.60842857;29.80588942;25.40652381;32.79470108;3.194935;10.697116;2.886364;5.224802;9.300214;299.9198;0;0;0;0;0;848750;0;0;4438.489258;23702.47852;38500.85156;0;0;0;2966.544922;0;20604.27148;0;0;9504.46875;175.535156;25.013893;26996.68945;1580.67688;42915.23438;3526.86084;66.96627;19447.80469;98.562836;0.201478;126234.1641;874.819153;237284.9063;4274.812012;12.813144;10.626085;3.907578;0.791994;-4.77183;2.663129;6.817897;7.808495;14.530928;19.556381;19.564276;20.01708;12.806852;282.110809;2.455703;2.116157;2.414209;2.237618;2.179962;2.39797;2.296072;1.940769;2.095996;2.12115;1.739869;1.687487;4.47E-05;57.72402191;53.51375961;78.5568161;95.0627594;67.21154022;56.13178635;101.0399628;121.8024216;41.35826111;84.21565247;88.96765137;101.7687454;0.699558131;0.582186909;0.551959071;1984;0;39.79166667;39.79166667;39.79166667;39.79166667
159;13.424304;52.349703;14.74997525;11.4067551;17.37210577;15.6929881;14.82729895;2.938165;4.319551;3.572794;3.432906;4.750929;44.162033;0;0;0;33125;0;910625;0;0;2181.255859;12642.51367;36239.51953;2705.137451;0;0;15108.08106;0;27424.72656;0;0;0;0;0;10160.84668;0;23571.74609;0;0;22956.16016;257.520325;45.675587;112151.625;2454.137695;220237.0938;6266.074219;96.346054;12.078519;5.991273;3.333294;-1.444766;2.071712;7.08009;8.170446;14.861065;18.715628;18.846998;19.221851;14.336457;412.345825;3.652699;3.104673;3.645206;2.746745;3.267205;2.969724;3.309869;2.743447;3.132908;2.498649;2.665622;2.88076;5.27E-05;36.74455261;34.54075623;43.97280121;22.54333878;23.74190712;152.250473;141.0854492;65.11405182;31.19558334;84.0152359;64.0621109;36.74214554;0.814319838;0.566782026;0.492225824;3278;0;0;0;0;0
160;13.430844;52.489451;28.22840334;21.2062585;25.9723461;23.42745238;25.89646203;2.905352;18.542301;29.266853;25.419037;19.266478;42.731907;1250;0;0;403750;0;3242500;0;0;15982.36133;128410.1563;370786.3438;0;0;0;0;0;31986.57813;0;0;0;0;0;10921.07324;0;78494.22656;0;0;37721.78516;379.838013;113.319244;242793.4375;3968.898926;633115.5;11265.04492;205.238342;11.960382;5.886259;3.211054;-1.614615;1.86459;6.850729;8.032667;14.676743;18.498306;18.654924;19.016855;14.174348;504.630951;3.697363;3.1562;3.701859;2.784648;3.33153;2.99015;3.353924;2.788718;3.168781;2.505314;2.712185;2.932406;7.18E-05;36.31301117;30.67405891;48.94579315;25.88386345;23.15446854;153.9163818;147.7201843;67.02375031;32.76114655;84.25685883;70.07429504;37.75199509;0.952259203;0.962612705;0.897878581;3683;0;0;0;0;728.9583333
161;13.433967;52.481709;62.15949059;46.18014286;36.54991827;33.5019881;50.28900214;2.906893;20.471781;25.510656;22.829247;19.530977;48.230839;4375;0;0;1198125;0;3286875;0;0;15954.85742;121604.7969;361424.4688;0;0;0;16235.83398;0;31314.26758;0;0;0;0;0;9585.680664;0;61692.29688;0;0;44117.58594;713.830383;120.025177;222867.9375;4304.446289;605692.0625;12125.38965;307.00415;11.963788;5.889551;3.215641;-1.611549;1.872215;6.8563;8.036496;14.684963;18.511946;18.664381;19.023445;14.178527;501.235352;3.696623;3.154544;3.700228;2.784209;3.329587;2.990754;3.354252;2.788945;3.169751;2.507271;2.711331;2.931451;6.99E-05;36.59450531;30.67405891;48.6580658;25.777174;23.22955894;154.4917145;146.9131317;66.64841461;32.53166962;84.59780121;70.17877197;37.8107338;0.998576394;0.998576393;0.912255252;1269;728.9583333;728.9583333;728.9583333;728.9583333;728.9583333
162;13.441654;52.467534;58.33312604;44.0905582;39.84141482;32.87628571;48.79300661;2.90936;26.208338;19.755594;19.30545;24.726673;43.929272;148750;0;0;2157500;0;3265000;0;0;16027.25977;117873.6016;337791.9375;7346.395996;0;0;22521.54297;0;33480.28125;0;0;0;0;0;4495.922363;0;32768.10156;0;0;33363.84375;590.801941;88.110901;204101.6406;3393.353027;570562.1875;9910.449219;169.265991;11.969802;5.895334;3.223812;-1.606458;1.885463;6.866388;8.043394;14.699919;18.537107;18.681793;19.035547;14.185951;493.79364;3.695345;3.151505;3.697231;2.78339;3.326123;2.991818;3.354885;2.789357;3.171578;2.510932;2.709725;2.929769;6.75E-05;36.66960144;31.24705505;47.98809814;25.42341042;22.86131287;157.5416412;146.4156189;66.38147736;32.25185013;85.14519501;69.49952698;37.65743637;0.99856725;0.97849349;0.903618505;1765;0;1495.125;1495.125;1368.337657;2881.511932
163;13.465078;50.659097;7.843163636;6.369965398;8.373602334;7.012154031;7.609705604;2.910796;0.005799;0.07061;0.111578;0.030114;778.927429;3750;0;0;130000;0;288125;0;0;86.566162;3370.039062;4519.405762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5119.541016;25.055532;0;61904.69922;266.907776;110569.0313;572.227905;0;9.098229;3.020987;0.017266;-6.019223;-0.338159;4.606515;5.234153;12.185648;16.682741;16.805475;17.007025;10.778084;312.164062;3.259116;2.681802;3.193159;2.547372;2.669788;2.726963;2.901336;2.289918;2.666509;2.348858;2.166018;2.314127;4.63E-05;73.21324921;40.79040909;66.58857727;76.87709045;27.5181675;92.59059906;97.40959167;98.7806015;52.13907623;101.1624146;81.47521973;76.65509033;0;0.005821284;0.013604088;7775;0;0;0;0;0
164;13.469931;52.514072;50.07373681;32.77914835;36.17921559;29.98808612;41.55839104;2.9071;29.105326;27.677952;29.538931;30.30407;44.294495;50000;0;0;1057500;0;3215625;0;0;16917.91992;138273.6875;378196.2813;0;0;0;0;0;0;0;0;4462.794434;384.404877;126.704903;37569.54297;1166.112915;93117.875;1979.885864;224.099411;35797.67969;199.175507;11.947945;222598.5938;3359.831543;631834.5625;9610.245117;37.722771;11.937648;5.867936;3.189997;-1.600624;1.842942;6.827557;8.005397;14.644774;18.440792;18.613785;18.98777;14.149017;500.149139;3.708228;3.168151;3.713898;2.791306;3.345517;2.990637;3.358566;2.792405;3.173078;2.507022;2.71877;2.945349;7.20E-05;37.14914703;29.83648491;49.10123825;26.34669304;24.1299839;150.9712524;146.4431152;66.31259918;33.01870728;83.01073456;71.34283447;38.19804764;0.997216528;0.991666594;0.943227667;1826;728.9583333;728.9583333;728.9583333;728.9583333;728.9583333
165;13.483079;52.644169;14.97984567;10.06998599;14.20717391;12.25293898;13.60095944;2.892352;1.447749;3.857424;3.401088;1.598462;59.522839;0;0;0;363125;0;893750;0;0;2373.718994;25032.66797;67224.3125;0;0;0;9181.788086;0;36013.48828;0;0;0;0;0;0;0;79.630341;0;0;7857.290039;0;0;84833.71875;1015.362915;271761.1563;2351.276855;0;11.824825;5.789766;3.114507;-1.431636;1.798089;6.713093;7.848063;14.459217;18.075939;18.33209;18.775185;14.01199;442.858185;3.735999;3.21078;3.755334;2.812825;3.385955;2.993039;3.362458;2.80045;3.178661;2.507745;2.746811;2.982415;5.44E-05;36.08912659;28.24325562;51.3587265;27.68338203;28.75367546;138.5482788;141.2171631;67.36893463;35.28027725;77.42266846;72.0875473;38.09204483;0;0.128784757;0.156599264;2463;0;0;0;0;0
166;13.526796;51.462734;11.86716451;8.581517007;13.18163059;11.18082143;11.488929;2.968649;4.703167;0.642439;1.199613;4.642123;93.151115;364375;7500;2500;1126875;24375;1252500;33125;4375;2275.864502;6099.563965;9480.90332;0;0;0;0;0;0;0;0;4207.711914;57.40979;0;12081.42578;1078.366943;20007.12109;1755.163086;0;17027.51367;45.113388;0;63340.88672;1840.766113;114025.3906;6485.536133;0;12.088582;5.855806;3.14339;-2.44165;2.273018;7.224639;8.210296;14.930852;19.345997;19.38155;19.78112;14.268136;350.933136;3.609319;3.106968;3.614094;2.705504;3.162387;2.971866;3.055944;2.470304;2.910492;2.490579;2.470297;2.662282;4.71E-05;39.11863708;37.44787216;46.80215836;22.29561234;22.66113472;64.30969238;93.85148621;73.13884735;34.12324524;67.27132416;61.5283699;42.76963425;0.695783444;0.793309199;0.590072738;3570;0;0;27.83333333;27.83333333;27.83333333
