id_meetlocatie,ndw_index,start_meetperiode,eind_meetperiode,waarnemingen_intensiteit,waarnemingen_snelheid,gebruikte_minuten_intensiteit,gebruikte_minuten_snelheid,data_error_snelheid,data_error_intensiteit,gem_intensiteit,gem_snelheid,gewogen_gem_snelheid,rijstrook_rijbaan,voertuigcategorie,technical_exclusion
GAD02_Amstd_29_0,F6C,2017-09-01 00:00:00,2017-10-01 00:00:00,0.0,102502.0,43190.0,37105.0,0,0,143.0,32.81,32.81,lane1,anyVehicle,
GAD02_Amstd_29_0,F1C,2017-10-01 00:00:00,2017-11-01 00:00:00,0.0,142.0,43698.0,141.0,0,0,0.0,6.53,6.56,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_29_0,F2C,2017-10-01 00:00:00,2017-11-01 00:00:00,0.0,102291.0,43698.0,37518.0,0,0,140.0,32.63,32.53,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_29_0,F3C,2017-10-01 00:00:00,2017-11-01 00:00:00,0.0,4219.0,43698.0,3812.0,0,0,6.0,26.72,26.97,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_29_0,F4C,2017-10-01 00:00:00,2017-11-01 00:00:00,0.0,171.0,43698.0,171.0,0,0,0.0,25.74,25.74,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_29_0,F5C,2017-10-01 00:00:00,2017-11-01 00:00:00,0.0,433.0,43698.0,426.0,0,0,1.0,21.71,21.78,lane1,greaterThan 12.20,
GAD02_Amstd_29_0,F6C,2017-10-01 00:00:00,2017-11-01 00:00:00,0.0,108299.0,43698.0,38059.0,0,0,149.0,32.11,32.16,lane1,anyVehicle,
GAD02_Amstd_29_0,F1C,2017-11-01 00:00:00,2017-12-01 00:00:00,0.0,118.0,42574.0,118.0,0,0,0.0,7.08,7.08,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_29_0,F2C,2017-11-01 00:00:00,2017-12-01 00:00:00,0.0,101446.0,42574.0,36614.0,0,0,143.0,32.67,32.65,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_29_0,F3C,2017-11-01 00:00:00,2017-12-01 00:00:00,0.0,4082.0,42574.0,3707.0,0,0,6.0,27.38,27.58,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
