"","AverageHourlyTraffic","long","lat"
"1428",57.125,14.62488648,51.87673977
"1430",197.75,14.60982493,51.70813967
"1431",121.791666666667,12.93762596,53.06096685
"1432",916.541666666667,13.58870041,52.58338449
"1433",473.041666666667,14.0558879,52.82103345
"1434",332.125,13.82823634,52.67590176
"1435",295.375,14.28914102,53.05405943
"1436",241.708333333333,14.18015383,53.12164485
"1437",15.0833333333333,14.45400944,52.46024306
"1438",57.75,14.39772212,52.50221052
"1439",205.25,13.99029177,52.79350783
"1440",189.708333333333,12.58471646,52.87380312
"1441",144.291666666667,13.13204,52.89304844
"1442",157.583333333333,13.5540959,52.85613639
"1443",213.041666666667,14.10892111,52.51904848
"1444",188.958333333333,14.39133776,51.86522258
"1445",396.083333333333,14.26604604,51.69062008
"1446",414.375,13.10088758,51.1394645
"1447",300.375,13.09903731,50.97402418
"1448",154,12.5581265,50.54835686
"1449",27.8333333333333,13.57896482,51.46920358
"1450",78.25,13.75738725,50.73532323
"1451",387.25,13.66879585,50.86643282
"1452",571.125,13.71092708,50.96452372
"1453",202.833333333333,13.23847815,50.65329589
"1454",322.75,14.09193571,50.9233052
"1455",12.9583333333333,14.23331732,50.88882515
"1456",470.708333333333,13.55853594,51.03151585
"1457",547.625,11.38217534,50.24172399
"1458",319.791666666667,12.39825352,50.67275006
"1461",152.583333333333,12.77038818,50.79147634
"1462",241.875,12.59869188,50.74832339
"1463",917.583333333333,12.99541329,50.7908228
"1464",283,13.1621211,50.61489018
"1465",241.333333333333,13.22401861,50.54840223
"1466",166.166666666667,12.78911085,51.04478624
"1467",153.708333333333,11.27822995,51.19638651
"1468",498.083333333333,10.86682794,51.07728275
"1469",173.458333333333,11.7954688,51.20486017
"1470",446.375,10.70216716,51.09469918
"1471",79.75,13.74132581,52.1537959
"1472",212.291666666667,11.77926853,51.18650493
"1473",373.083333333333,11.4580781,51.68228659
"1474",59.4583333333333,12.02409811,51.35880701
"1475",345.75,12.08831874,51.66189741
"1476",94.75,12.50096092,51.61876776
"1477",292.041666666667,12.22988574,51.73290039
"1478",225.583333333333,12.01074813,52.01704109
"1479",60.9166666666667,11.19951329,51.71591863
"1480",255.208333333333,12.31137389,51.88787177
"1481",373.833333333333,12.72299155,51.85957224
"1482",209.958333333333,11.29755053,52.50917823
"1483",182.208333333333,11.19700415,52.4897473
"1484",496,11.98082109,52.5665163
"1485",246.583333333333,10.2249912,52.47553675
"1487",179.291666666667,12.1145658,52.55526426
"1488",17.5833333333333,12.0481777,53.12408358
"1489",3.41666666666667,12.39905324,53.14903038
"1490",30.6666666666667,11.7347018,52.82255764
"1491",320.125,11.77746228,52.72272322
"1492",143.666666666667,11.68412616,52.8910595
"1493",242.166666666667,11.21145558,52.84045672
"1494",265.041666666667,11.23369118,53.14976276
"1495",232.875,11.97706972,53.44751301
"1496",244.416666666667,11.62883415,53.85287307
"1497",42.5416666666667,12.75326974,53.52470468
"1498",14.0833333333333,13.11721055,54.0642484
"1499",70.5416666666667,11.54176751,53.10070932
"1500",41.75,10.82661078,53.32318742
"1501",5.66666666666667,13.47674269,54.40543073
"1504",83.5,13.49867973,53.44541767
"1505",165.708333333333,12.74642206,53.3147671
"1512",220.916666666667,10.73002437,54.29720404
"1516",599.083333333333,10.24868126,54.27982272
"1517",418.666666666667,10.31050947,54.27851597
"1518",586.375,10.29658879,54.27713969
"1519",391.708333333333,10.34756565,54.28108907
"1530",365.875,10.53699468,53.5444942
"1531",610.375,11.1293342,54.42325988
"1533",98.6666666666667,10.88500944,53.69332928
"1534",175.791666666667,10.14658139,53.09785061
"1542",466.5,10.38324697,52.37484374
"1574",196.375,10.32194691,51.77302859
"1576",115.125,11.23085902,51.59798284
"1577",142.791666666667,11.38006262,51.62189598
"1578",109,10.51603582,51.76113693
"1579",267.791666666667,10.10809032,52.0135107
"1581",488.541666666667,10.16706104,51.85324721
"1582",146.916666666667,10.94161754,52.12480932
"1584",251.333333333333,10.76996009,51.88417287
"1585",92.5833333333333,11.26847306,52.14767957
"1586",91.375,11.58479607,51.99813839
"1587",286.791666666667,11.2993211,52.0160489
"1588",354.5,10.32784617,51.32711858
"1589",274.75,10.31510046,51.45207534
"1590",266.125,10.68733175,50.99917796
"1591",139.208333333333,11.00956456,52.68183776
"1592",296.458333333333,11.17160713,52.94959018
"1594",10.5416666666667,10.25026055,51.18286603
"1632",35.7916666666667,11.49112118,50.66442213
"1633",155.041666666667,11.08664949,50.4763496
"1634",43.5416666666667,10.13809284,50.53944787
"1635",217.75,10.12274468,50.6762229
"1636",376.541666666667,10.27930126,49.95001461
"1638",406.041666666667,11.00313071,50.16512452
"1641",307.208333333333,10.06622983,49.09951112
"1646",425.041666666667,11.81857942,49.43291464
"1647",474.041666666667,11.00709615,48.37553203
"1648",602.541666666667,11.29714434,48.56878471
"1649",475.458333333333,11.71064575,48.29105237
"1650",241.541666666667,11.78882997,50.06015543
"1652",68.0416666666667,12.53520985,47.9955687
"1653",112.291666666667,12.99250794,47.83731738
"1654",1181.20833333333,11.45642739,48.23001988
"1655",533.916666666667,12.61638952,47.90504969
"1656",316.833333333333,12.66766039,47.86947915
"1657",615.375,12.65792407,47.87556106
"1658",64.3333333333333,11.83049925,48.07627081
"1659",145.625,12.47606455,47.71463907
"1663",450.25,11.33614448,53.55644488
"1670",96.9583333333333,11.84950261,53.56636114
"1675",722.708333333333,10.35781879,53.70710628
"1690",29.2083333333333,10.0471098,54.06980708
"1691",674.791666666667,10.06842278,53.7086309
"1692",292.125,10.6554362,54.04216582
"1702",393.25,10.24879077,52.36133457
"1718",99.125,11.3068839,49.77632051
"1719",1140.20833333333,11.3500193,48.23449102
"1730",219.208333333333,11.1061958,52.98004749
"1732",29.0416666666667,10.38316601,51.75331133
"1734",408.208333333333,10.86353619,54.11995163
"1735",920.958333333333,10.20482713,54.33330623
"1736",1847.25,10.12176917,54.36117208
"1739",415.708333333333,10.82538504,49.73129332
"1752",39.7916666666667,13.37279482,48.84568129
